Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase,Inflation adjusted price,Market value increase adjusted price,Estimated profit of house since purchase
"Anglesborough, Kilmallock",Limerick,200000.0,No,Second-Hand Dwelling house /Apartment,22,10,2010,12,239123.6342923068,302213.73146927205,63090.09717696527
"22 HOLLYWOOD GROVE, CHARLESTOWN RD, BALLAGHADEREEN",Roscommon,68000.0,No,Second-Hand Dwelling house /Apartment,31,12,2014,8,76601.49588848081,89543.0145135114,12941.518625030585
"99 MOUNT MERRION AVE, BLACKROCK, CO DUBLIN",Dublin,1050000.0,No,Second-Hand Dwelling house /Apartment,31,8,2018,4,1114431.7281562497,1204899.1506562496,90467.42249999987
"13 ASHE RD, SHANTALLA, GALWAY",Galway,292500.0,No,Second-Hand Dwelling house /Apartment,28,10,2020,2,301340.81249999994,313333.31249999994,11992.5
"17 Castlefield Hall, Clonsilla",Dublin,459999.61,No,New Dwelling house /Apartment,30,5,2019,3,481011.64468543354,510009.7901000286,28998.145414595085
"TINTESKIN, KILMUCKRIDGE, WEXFORD",Wexford,350000.0,No,Second-Hand Dwelling house /Apartment,4,12,2019,3,365987.43124999985,388051.2562499999,22063.82500000007
"15 HILLVIEW DR, DUNGARVAN, WATERFORD",Waterford,182500.0,No,Second-Hand Dwelling house /Apartment,13,4,2021,1,185237.49999999997,188887.49999999997,3650.0
"37 Booterstown Avenue, Blackrock",Dublin,315000.0,No,Second-Hand Dwelling house /Apartment,15,6,2012,10,365570.3598829219,444338.60959565314,78768.24971273122
"101 ELM GROVE, GORT AN OIR, CASTLEMARTYR CORK",Cork,40000.0,No,Second-Hand Dwelling house /Apartment,29,12,2014,8,45059.70346381225,52672.36147853611,7612.658014723864
"7 Barr an Aird, Heywood Road, Clonmel",Tipperary,220010.67,No,New Dwelling house /Apartment,13,7,2011,11,259161.33494327782,321208.91567031224,62047.58072703442
"Avondale, Roxboro Road, Limerick",Limerick,85000.0,No,Second-Hand Dwelling house /Apartment,5,1,2012,10,98645.97012713767,119900.89465279528,21254.92452565761
"The Bower, Fancourt, Balbriggan",Dublin,237500.0,No,Second-Hand Dwelling house /Apartment,27,1,2010,12,283959.3157221143,358878.80611976056,74919.49039764627
"22 Leim an Bhraidin, Gort Road, Ennis",Clare,174222.5,No,New Dwelling house /Apartment,23,3,2011,11,205225.20874626315,254359.57406234424,49134.36531608109
"38 CHURCH AVENUE SOUTH, RIALTO, DUBLIN 8",Dublin,323475.0,No,New Dwelling house /Apartment,30,4,2010,12,386752.5880135197,488792.9339351139,102040.34592159418
"Creggard, Shanagolden",Limerick,80000.0,No,Second-Hand Dwelling house /Apartment,30,5,2013,9,91471.19803153885,109031.78826056977,17560.590229030917
"40 An Grianan, Ballinroad, Dungarvan",Waterford,151000.0,No,Second-Hand Dwelling house /Apartment,19,8,2010,12,180538.3438906916,228171.3672593004,47633.02336860879
"19A TOWER ST, 19 TOWER ST, CORK",Cork,115000.0,No,Second-Hand Dwelling house /Apartment,13,3,2014,8,129546.64745846021,151433.03925079133,21886.391792331124
"APT 39, PEMBROKE SQUARE APTS, GRAND CANAL ST DUBLIN 4",Dublin,325000.0,No,Second-Hand Dwelling house /Apartment,27,8,2015,7,360699.59669307835,413490.76039913617,52791.16370605782
"84 OAKLAWN WEST, LEIXLIP, CO. KILDARE",Kildare,222000.0,No,Second-Hand Dwelling house /Apartment,9,12,2013,9,253832.5745375203,302563.2124230811,48730.637885560805
"20 CAHIR MORE, TULLAMORE, OFFALY",Offaly,165000.0,No,Second-Hand Dwelling house /Apartment,22,11,2019,3,172536.93187499992,182938.44937499997,10401.517500000045
"41 MARLSTONE MANOR, THURLES, TIPPERARY",Tipperary,245500.0,No,Second-Hand Dwelling house /Apartment,18,10,2021,1,249182.49999999997,254092.49999999997,4910.0
"GORTNAHULLA, KEEL, CASTLEMAINE",Kerry,260000.0,No,Second-Hand Dwelling house /Apartment,19,3,2010,12,310860.7245799988,392877.8509100537,82017.12633005489
"1 St Agnes Terrace, Crumlin",Dublin,203000.0,No,Second-Hand Dwelling house /Apartment,3,8,2011,11,239123.6342923068,296373.8526003006,57250.21830799384
"SHANAWAY EAST, TARBERT",Kerry,75000.0,No,Second-Hand Dwelling house /Apartment,10,11,2011,11,88346.17030503946,109497.72879321453,21151.55848817507
"7 Coolkellure Rise, Lehanaghmore, Co. Cork",Cork,311199.975,No,New Dwelling house /Apartment,6,11,2017,5,335250.75507671724,369607.9486251497,34357.193548432435
"75 BRINDLE HALL, CHARLEVILLE, CO. CORK",Cork,76000.0,No,Second-Hand Dwelling house /Apartment,4,5,2020,2,78297.09999999998,81413.09999999999,3116.0000000000146
"115 Cruise Park Drive, Cruise Park",Dublin,32742.19625,No,New Dwelling house /Apartment,15,1,2013,9,37437.09896464073,44624.252608950264,7187.153644309532
"GLASSLEY, CONVOY, COUNTY DONEGAL",Donegal,175000.0,No,Second-Hand Dwelling house /Apartment,30,11,2021,1,177624.99999999997,181125.0,3500.000000000029
"7 OAK DR, CLASSIS LAKE, OVENS",Cork,263000.0,No,Second-Hand Dwelling house /Apartment,16,1,2020,2,270949.17499999993,281732.175,10783.000000000058
"43 OAKWOOD MANOR, KILLOWEN, KENMARE",Kerry,485000.0,No,Second-Hand Dwelling house /Apartment,13,1,2017,5,522482.7418839216,576027.8582387342,53545.11635481258
"48 HAWTHORN DR, PORTLAOISE, LAOIS",Laois,210000.0,No,Second-Hand Dwelling house /Apartment,28,6,2018,4,222886.34563124992,240979.83013124994,18093.48450000002
"54 ROCKVIEW, DEERPARK ROAD, CASHEL",Tipperary,119000.0,No,Second-Hand Dwelling house /Apartment,18,2,2019,3,124435.72662499995,131937.42712499996,7501.700500000006
"Lisadell, Coolnacapogue, Tramore",Waterford,170000.0,No,Second-Hand Dwelling house /Apartment,8,2,2013,9,194376.29581702006,231692.55005371076,37316.2542366907
"3 ORCHARD MANOR, SHANAGARRY, MIDLETON",Cork,200000.0,No,Second-Hand Dwelling house /Apartment,14,10,2019,3,209135.67499999993,221743.57499999995,12607.900000000023
"2 Cherryfield, Ashleigh Wood, Monaleen",Limerick,340000.0,No,Second-Hand Dwelling house /Apartment,4,8,2011,11,400502.6387161789,496389.7038625725,95887.06514639361
"23 Alexandra Manor, Abbeylands, Clane",Kildare,489999.9981,No,New Dwelling house /Apartment,26,8,2014,8,551981.3652913641,645236.4256101303,93255.06031876616
"50 Crofton Hall, Diswellstown, Castleknock",Dublin,360000.0037,No,New Dwelling house /Apartment,1,11,2019,3,376444.21886900987,399138.43910225603,22694.22023324616
"178 OAKFIELDS HEIGHTS, NAAS, KILDARE",Kildare,198000.0,Yes,Second-Hand Dwelling house /Apartment,1,12,2015,7,219749.29275455236,251911.29402778143,32162.001273229078
"74 CAISEAL CAM, ROSCAM, GALWAY",Galway,248000.0,No,Second-Hand Dwelling house /Apartment,11,10,2017,5,267166.4329633249,294546.2038004249,27379.77083709999
"ART 2 HERBERTON, 30 ST JAMESS WALK, RIALTO DUBLIN 8",Dublin,230000.0,No,Second-Hand Dwelling house /Apartment,28,5,2021,1,233449.99999999997,238049.99999999997,4600.0
"MUNLOUGH, BAWNBOY, COUNTY CAVAN",Cavan,165000.0,No,Second-Hand Dwelling house /Apartment,17,6,2021,1,167474.99999999997,170775.0,3300.000000000029
"11  Bushfield Square, Philipsburgh Avenue, Fairview",Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,17,2,2012,10,168278.4196286466,204536.82029006255,36258.400661415944
"11 MARKET STREET, DUNDALK, CO LOUTH",Louth,70000.0,Yes,Second-Hand Dwelling house /Apartment,6,12,2019,3,73197.48624999997,77610.25124999999,4412.765000000014
"3 castlelyon green, newcastle",Dublin,209975.0,No,New Dwelling house /Apartment,15,4,2014,8,236535.2808703494,276496.97753639054,39961.69666604113
"Principal's House, Darrara, Clonakilty",Cork,232000.0,No,Second-Hand Dwelling house /Apartment,1,8,2012,10,269245.47140583454,327258.91246410005,58013.44105826551
"64 Milltown Meadows, Ashbourne",Meath,271123.125,No,New Dwelling house /Apartment,12,12,2017,5,292076.6056456438,322009.2227066858,29932.617061041994
"13 BESSBOROUGH AVE, NORTH STRAND, DUBLIN 3",Dublin,399000.0,No,Second-Hand Dwelling house /Apartment,26,7,2019,3,417225.67162499984,442378.4321249999,25152.760500000033
"OTTER VIEW, COOMIE LANE, OFF MAIN ST ARKLOW",Wicklow,130000.0,No,Second-Hand Dwelling house /Apartment,6,12,2016,6,142147.6243125432,159803.19242478695,17655.568112243753
"Tara, Corrin View, Fermoy",Cork,100000.0,No,Second-Hand Dwelling house /Apartment,20,12,2011,11,117794.8937400526,145996.97172428604,28202.07798423343
"No. 40 Teaguestown Wood, Trim, Dublin Road",Meath,124999.82,No,New Dwelling house /Apartment,10,9,2013,9,142923.5411140839,170361.92383561668,27438.382721532776
"1 HALCYON PLACE, THE PARK, CASTLETROY",Limerick,1250000.0,No,Second-Hand Dwelling house /Apartment,9,8,2019,3,1307097.9687499995,1385897.3437499998,78799.37500000023
"2 Bernadettes Hall, Richmond Hill, Dublin 6",Dublin,135416.66,No,Second-Hand Dwelling house /Apartment,30,6,2015,7,150291.4912231499,172287.80835111166,21996.317127961753
"29 ATHENRY RD, TUAM, GALWAY",Galway,65000.0,No,Second-Hand Dwelling house /Apartment,27,8,2015,7,72139.91933861567,82698.15207982724,10558.23274121157
"62 Ardlea Road, Artane",Dublin,77720.0,Yes,Second-Hand Dwelling house /Apartment,24,9,2013,9,88864.26888763999,105924.38229514353,17060.113407503537
"2 Kildermot, ballymoney, Gorey",Wexford,275850.0,No,Second-Hand Dwelling house /Apartment,20,11,2012,10,320135.1865831874,389113.66811733623,68978.48153414886
"1 KNOCKLYON COTTAGES, DUBLIN 16, DUBLIN",Dublin,391000.0,No,Second-Hand Dwelling house /Apartment,18,5,2015,7,433949.3609445958,497461.19174172997,63511.83079713414
"38 MOUNTAINVIEW DR, CHURCHTOWN, DUBLIN 14",Dublin,370000.0,No,Second-Hand Dwelling house /Apartment,16,8,2019,3,386900.99874999985,410225.6137499999,23324.61500000005
"15 Castlechurch Avenue, Newcastle",Dublin,361592.91945,No,New Dwelling house /Apartment,30,11,2018,4,383781.5448683115,414936.1919320178,31154.647063706303
"70 LANDSCAPE PARK, CHURCHTOWN, DUBLIN 14",Dublin,485000.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8,546348.9044987235,638652.3829272503,92303.4784285269
"3 TARA COURT, CARRIGTWOHILL, CORK",Cork,218000.0,No,Second-Hand Dwelling house /Apartment,19,11,2021,1,221269.99999999997,225629.99999999997,4360.0
"DUNWILEY, STRANORLAR, LIFFORD",Donegal,135000.0,No,Second-Hand Dwelling house /Apartment,21,12,2017,5,145433.34052439057,160337.65126232806,14904.310737937485
"123 COIS NA HABHAINN, BALLYGADDY RD, TUAM",Galway,101000.0,No,Second-Hand Dwelling house /Apartment,12,6,2017,5,108805.68439232183,119956.31687033433,11150.6324780125
"36 GRANGEVALE, PINECROFT, GRANGE",Cork,275000.0,No,Second-Hand Dwelling house /Apartment,29,6,2021,1,279125.0,284625.0,5500.0
"2 BELMONT ROAD, FERRYBANK, WATERFORD",Waterford,400000.0,No,Second-Hand Dwelling house /Apartment,8,11,2016,6,437377.30557705596,491702.13053780596,54324.824960750004
"CAHER COTTAGE, CAHER, RECESS",Galway,48000.0,No,Second-Hand Dwelling house /Apartment,4,6,2021,1,48719.99999999999,49679.99999999999,960.0
"13 Clonrath Avenue, Clonrath, Skerries Road",Dublin,391575.0,No,New Dwelling house /Apartment,11,9,2018,4,415603.43233598425,449341.31896973425,33737.88663374999
"85 ST MARYS PARK, CROSSMOLINA, MAYO",Mayo,60000.0,No,Second-Hand Dwelling house /Apartment,3,9,2014,8,67589.55519571836,79008.54221780418,11418.987022085814
"3  PARK ROAD, CLONAKILTY",Cork,125000.0,No,Second-Hand Dwelling house /Apartment,21,12,2010,12,149452.27143269175,188883.58216829505,39431.3107356033
"10 THE LIGHTHOUSE VILLAGE FENIT, TRALEE, KERRY",Kerry,338500.0,No,Second-Hand Dwelling house /Apartment,13,12,2019,3,353962.1299374999,375301.00068749994,21338.87075000006
"Mullaghanery, Killygordon",Donegal,110000.0,No,Second-Hand Dwelling house /Apartment,17,1,2011,11,129574.38311405787,160596.66889671463,31022.285782656763
"20 CHAPEL FIELD, CATHEDRAL ROAD, CORK CITY",Cork,197000.0,No,Second-Hand Dwelling house /Apartment,1,7,2015,7,218639.44784165057,250639.01476501487,31999.5669233643
"35 BANCRCT RD, TALLAGH, DUBLIN 24",Dublin,336000.0,No,Second-Hand Dwelling house /Apartment,12,7,2016,6,367396.936684727,413029.78965175705,45632.85296703002
"44 CARYSFORT WOODS, ST AUGUSTINES PARK, BLACKROCK",Dublin,585000.0,No,Second-Hand Dwelling house /Apartment,11,2,2010,12,699436.6303049973,883975.1645476208,184538.5342426235
"45 THE SQUARE, LARCH HILL, DUBLIN 17",Dublin,187000.0,No,Second-Hand Dwelling house /Apartment,28,4,2017,5,201452.10872637804,222097.33915596554,20645.230429587507
"CASTLETOWN, CROSS, MAYO",Mayo,290000.0,No,Second-Hand Dwelling house /Apartment,12,6,2019,3,303246.7287499999,321528.1837499999,18281.455000000016
"193 Evanwood, Golf Links Road, Castletroy",Limerick,152499.99605000002,No,New Dwelling house /Apartment,15,10,2014,8,171790.11500613848,200813.37293552328,29023.257929384796
"AR NEAD, 14 EMMET SQUARE, CLONAKILTY",Cork,545000.0,No,Second-Hand Dwelling house /Apartment,15,9,2021,1,553175.0,564075.0,10900.0
"78 KINVARA PARK, NAVAN RD, DUBLIN 7",Dublin,375000.0,No,Second-Hand Dwelling house /Apartment,29,10,2015,7,416191.8423381673,477104.72353746486,60912.88119929755
"APT 152, CASTLECOURT, KILGOBBIN WOODS DUBLIN 18",Dublin,367500.0,No,Second-Hand Dwelling house /Apartment,30,4,2021,1,373012.49999999994,380362.49999999994,7350.0
"17 Glebe House Gardens, Clonakilty",Cork,185000.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8,208401.12852013164,243609.67183822955,35208.543318097916
"8 King Street, Clongriffen",Dublin,209999.97,No,New Dwelling house /Apartment,6,2,2014,8,236563.4093902367,276529.8582580435,39966.44886780679
"17 HILLVIEW, NAVAN, MEATH",Meath,215000.0,No,Second-Hand Dwelling house /Apartment,25,2,2019,3,224820.8506249999,238374.34312499996,13553.492500000051
"4 CARN GLAS WAY, GRACEDIEU, WATERFORD",Waterford,140000.0,No,Second-Hand Dwelling house /Apartment,23,3,2016,6,153082.0569519696,172095.7456882321,19013.6887362625
"RATHNAMUDDAGH, DYSART, MULLINGAR",Westmeath,209950.0,No,Second-Hand Dwelling house /Apartment,19,9,2019,3,219540.17483124993,232775.31785624995,13235.143025000027
"4 INGLENOOK WOOD, GLENAMUCK ROAD, CARRICKMINES",Dublin,734999.895,No,New Dwelling house /Apartment,15,4,2019,3,768573.4958287703,814907.5217096229,46334.0258808526
"4 MAPLE GROVE, ASHBOURNE, MEATH",Meath,400000.0,No,Second-Hand Dwelling house /Apartment,8,4,2020,2,412089.9999999999,428489.99999999994,16400.00000000006
"RATHFARDON, CLONROCHE, CO WEXFORD",Wexford,62000.0,No,Second-Hand Dwelling house /Apartment,6,5,2016,6,67793.48236444367,76213.83023335993,8420.347868916258
"87A Emmet Road, Inchicore",Dublin,55000.0,No,Second-Hand Dwelling house /Apartment,26,4,2013,9,62886.448646682955,74959.3544291417,12072.90578245875
"129 BROADMEADOWS, SWORDS, DUBLIN",Dublin,217000.0,No,Second-Hand Dwelling house /Apartment,19,3,2014,8,244448.89129118144,285747.5610210584,41298.66972987697
"74 BARCLAY COURT, BLACKROCK, DUBLIN",Dublin,560000.0,No,Second-Hand Dwelling house /Apartment,19,12,2013,9,640298.3862207719,763222.5178239883,122924.1316032164
"2 Seaview Way, Cnoc Na Mara, Blackrock",Louth,254999.996,No,New Dwelling house /Apartment,3,5,2019,3,266647.9814422864,282723.05369012844,16075.072247842036
"104 GLANTANN, GOLF LINKS ROAD, LIMERICK",Limerick,189000.0,No,Second-Hand Dwelling house /Apartment,1,5,2018,4,200597.71106812495,216881.84711812495,16284.136050000001
"11 The Green Scholorstown Wood, Scholorstown Road, Rathfarnham",Dublin,719999.735,No,New Dwelling house /Apartment,4,7,2019,3,752888.1528952303,798276.5761897629,45388.42329453258
"11 Emmet Street, Tipperary Town",Tipperary,49000.0,No,Second-Hand Dwelling house /Apartment,1,3,2013,9,56026.108794317544,66781.97030959898,10755.861515281438
"39 GROVE PARK ROAD, DUBLIN 11",Dublin,392500.0,No,Second-Hand Dwelling house /Apartment,20,12,2018,4,416585.1936203124,450402.77774531237,33817.584124999994
"28 UNIVERSITY COURT, CASTLETROY, LIMERICK",Limerick,154000.0,No,Second-Hand Dwelling house /Apartment,1,9,2017,5,165901.73659819367,182903.69106961868,17001.954471425008
"127 THE LAURELS, TULLOW RD, CARLOW",Carlow,106000.0,No,Second-Hand Dwelling house /Apartment,28,1,2021,1,107589.99999999999,109709.99999999999,2120.0
"40 Sycamore House, Silverbanks, The Coast",Dublin,264999.8,No,New Dwelling house /Apartment,20,4,2018,4,281261.12864291476,304093.36566102476,22832.237018109998
"33 NORTH ST, ONGAR VILLAGE, DUBLIN 15",Dublin,150000.0,No,Second-Hand Dwelling house /Apartment,30,4,2018,4,159204.53259374996,172128.45009374994,12923.917499999981
"159 MARINA VILLAGE, MALAHIDE, DUBLIN",Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,17,7,2020,2,329671.9999999999,342791.99999999994,13120.000000000058
"6-8 LA Touche Road, Bluebell, DUBLIN 12",Dublin,180000.0,No,Second-Hand Dwelling house /Apartment,10,12,2013,9,205810.19557096242,245321.52358628195,39511.32801531954
"11 Bramble Hill, Lugduff, Tinahely",Wicklow,283750.0,No,New Dwelling house /Apartment,4,11,2021,1,288006.25,293681.25,5675.0
"FOULKSCOURT, DUBLIN ROAD, JOHNSTOWN",Kilkenny,180000.0,No,Second-Hand Dwelling house /Apartment,5,3,2015,7,199772.08432232033,229010.2672979831,29238.182975662785
"138 MARINA VILLAGE, MALAHIDE, CO DUBLIN",Dublin,780000.0,No,Second-Hand Dwelling house /Apartment,19,12,2019,3,815629.1324999997,864799.9424999998,49170.810000000056
"9C WINDMILL HEIGHTS, WINDMILL ROAD, BELVEDERE ROAD",Wexford,60000.0,No,Second-Hand Dwelling house /Apartment,4,11,2014,8,67589.55519571836,79008.54221780418,11418.987022085814
"27 SMITHFIELD GATE, NORTH KING ST, DUBLIN",Dublin,388000.0,No,Second-Hand Dwelling house /Apartment,14,7,2021,1,393819.99999999994,401579.99999999994,7760.0
"64 CASTLE WAY, CHANCERY LANE, DUBLIN",Dublin,452000.0,No,Second-Hand Dwelling house /Apartment,1,7,2016,6,494236.35530207324,555623.4075077208,61387.05220564752
"Apartments 1-20 Mill Lane Court, Mill Lane, Navan",Meath,805850.0,No,New Dwelling house /Apartment,17,10,2014,8,907784.0509078274,1061150.5624369583,153366.51152913086
"15 SHANTALLA AVE, SANTRY, DUBLIN 9",Dublin,421000.0,No,Second-Hand Dwelling house /Apartment,10,12,2020,2,433724.72499999986,450985.7249999999,17261.00000000006
"65 LISMORE RD, KIMMAGE, DUBLIN 12",Dublin,160000.0,No,Second-Hand Dwelling house /Apartment,25,8,2014,8,180238.813855249,210689.44591414445,30450.632058895455
"2 WHEATFIELD COURT, MUFF, DONEGAL",Donegal,105000.0,No,Second-Hand Dwelling house /Apartment,3,6,2015,7,116533.71585468686,133589.32259049016,17055.606735803303
"LETTERCALLOW, LETTERMORE, CO GALWAY",Galway,23000.0,No,Second-Hand Dwelling house /Apartment,14,12,2016,6,25149.19507068072,28272.872505923842,3123.677435243124
"COOLYPHULLAGH, NURNEY, KILDARE",Kildare,148000.0,No,Second-Hand Dwelling house /Apartment,10,9,2018,4,157081.80549249996,169833.40409249996,12751.598599999998
"SHANAWAY RD, ENNIS, CO CLARE",Clare,250000.0,No,Second-Hand Dwelling house /Apartment,8,6,2016,6,273360.81598565995,307313.83158612874,33953.01560046879
"19 BALFE RD, WALKINSTOWN, DUBLIN 12",Dublin,301000.0,No,Second-Hand Dwelling house /Apartment,4,2,2019,3,314749.19087499985,333724.0803749999,18974.88950000005
"6 SEAFORT VILLAS, SANDYMOUNT, DUBLIN 4",Dublin,481000.0,No,Second-Hand Dwelling house /Apartment,15,7,2016,6,525946.2099564098,591271.8119717117,65325.602015301934
"25 LISALEA, FRASCATI PARK, BLACKROCK",Dublin,385000.0,No,Second-Hand Dwelling house /Apartment,30,10,2020,2,396636.6249999999,412421.62499999994,15785.000000000058
"CURTISTOWN, KILMESSAN, MEATH",Meath,241000.0,No,Second-Hand Dwelling house /Apartment,4,12,2018,4,255788.6157006249,276553.0431506249,20764.42744999999
"2 COOLEY PARK, DUNDALK, LOUTH",Louth,61000.0,No,Second-Hand Dwelling house /Apartment,19,9,2014,8,68716.04778231368,80325.35125476758,11609.303472453903
"105 Longstone, Blessington Road, Naas",Kildare,485862.4918,No,New Dwelling house /Apartment,16,4,2021,1,493150.42917699995,502867.679013,9717.249836000032
"ARDAULIN, 282 NAVAN RD, DUBLIN 7",Dublin,680000.0,No,Second-Hand Dwelling house /Apartment,5,7,2018,4,721727.2144249998,780315.6404249998,58588.42599999998
"16 THE PARK, DRUMMIN VILLAGE, BORRISOKANE ROAD",Tipperary,204300.0,No,New Dwelling house /Apartment,4,12,2020,2,210474.96749999994,218851.2675,8376.300000000047
"24 ST PATRICKS TCE, FOXFORD, MAYO",Mayo,40000.0,No,Second-Hand Dwelling house /Apartment,16,6,2020,2,41208.999999999985,42848.99999999999,1640.0000000000073
"4 ACRES AVE, DRUMSHANBO, LEITRIM",Leitrim,104000.0,No,Second-Hand Dwelling house /Apartment,15,6,2018,4,110381.80926499996,119342.39206499996,8960.582800000004
"3 Hillside Gardens, Innishannon, Co Cork",Cork,200000.0,No,Second-Hand Dwelling house /Apartment,29,3,2012,10,232108.1650050298,282119.7521242242,50011.58711919442
"5 VILLA PARK GARDENS, NAVAN RD, DUBLIN 7",Dublin,413000.0,No,Second-Hand Dwelling house /Apartment,15,6,2018,4,438343.1464081249,473926.99925812485,35583.85284999997
"4 PALM DR, GRANTSTOWN VILLAGE, WATERFORD",Waterford,262000.0,No,Second-Hand Dwelling house /Apartment,18,9,2014,8,295141.0576879702,345003.96768441156,49862.90999644133
"19 TUDOR LAWN, NEWCASTLE, GALWAY",Galway,137500.0,Yes,Second-Hand Dwelling house /Apartment,23,4,2020,2,141655.93749999997,147293.43749999997,5637.5
"88 Glenheron View, Glenheron, Greystones",Wicklow,500129.99795,No,New Dwelling house /Apartment,22,8,2019,3,522975.1235451091,554503.0685508782,31527.945005769085
"22A LOWER JOHN ST, CORK",Cork,69500.0,No,Second-Hand Dwelling house /Apartment,18,10,2017,5,74871.23826996403,82544.19824245777,7672.959972493743
"62 SEAVIEW PARK, PORTRANE, DUBLIN",Dublin,325000.0,No,Second-Hand Dwelling house /Apartment,4,9,2018,4,344943.1539531249,372944.9752031249,28001.821250000037
"5 The Lawn, Citywest Village, Citywest",Dublin,412500.00755,No,New Dwelling house /Apartment,13,9,2021,1,418687.5076632499,426937.50781424996,8250.000151000044
"1-12 Lawlor's Hill, Ardfert",Kerry,1250000.0,No,New Dwelling house /Apartment,9,9,2021,1,1268749.9999999998,1293750.0,25000.000000000233
"3 KILLEEN TERRACE, MALAHIDE, CO DUBLIN",Dublin,915000.0,No,Second-Hand Dwelling house /Apartment,28,7,2017,5,985714.8635542027,1086732.96966689,101018.10611268738
"35 EMMET RD, INCHICHORE, DUBLIN 8",Dublin,75000.0,No,Second-Hand Dwelling house /Apartment,6,12,2017,5,80796.3002913281,89076.47292351558,8280.172632187488
"Orchard Villa, St. Annes Hill, Tower",Cork,176000.0,No,Second-Hand Dwelling house /Apartment,8,11,2013,9,201236.63566938546,239869.93417325348,38633.29850386802
"16 Martello, Rushbrooke, Cobh",Cork,251999.51,No,New Dwelling house /Apartment,18,10,2019,3,263510.43811759615,279396.3612282412,15885.923110645032
"132 BLACKCASTLE DEMENSE, SLANE ROAD, NAVAN",Meath,95000.0,No,Second-Hand Dwelling house /Apartment,14,4,2014,8,107016.79572655409,125096.85851152327,18080.06278496918
"BEAMORE CROSS, BEAMORE, DROGHEDA",Meath,320000.0,No,Second-Hand Dwelling house /Apartment,18,6,2019,3,334617.0799999999,354789.7199999999,20172.640000000014
"27 Belltree Avenue, Belltree, Clongriffin",Dublin,384999.945,No,New Dwelling house /Apartment,15,10,2020,2,396636.5683376249,412421.56608262495,15784.997745000059
"24 WALNUT GROVE, STATION ROAD, ARDFERT",Kerry,105000.0,No,Second-Hand Dwelling house /Apartment,27,2,2020,2,108173.62499999997,112478.62499999999,4305.000000000015
"121 BLACKCASTLE LODGE, FLOWER HILL, NAVAN",Meath,130000.0,No,Second-Hand Dwelling house /Apartment,18,6,2015,7,144279.83867723134,165396.30415965448,21116.46548242314
"8 Stanhope Street, Athy",Kildare,20000.0,No,Second-Hand Dwelling house /Apartment,3,4,2013,9,22867.799507884713,27257.94706514244,4390.147557257729
"46 HAMMOND ST, DUBLIN 8, DUBLIN",Dublin,120000.0,No,Second-Hand Dwelling house /Apartment,2,4,2014,8,135179.11039143673,158017.08443560835,22837.974044171628
"40 CANNONBROOK COURT, LUCAN, COUNTY DUBLIN",Dublin,175000.0,No,Second-Hand Dwelling house /Apartment,27,1,2012,10,203094.64437940108,246854.78310869617,43760.13872929508
"171 THE BEECHES, NAVENNY, BALLYBOFEY",Donegal,75000.0,No,Second-Hand Dwelling house /Apartment,29,5,2019,3,78425.87812499997,83153.84062499998,4727.962500000009
"5 Cuil Duin Lawn, Cuil Duin, Citywest",Dublin,325000.44,No,New Dwelling house /Apartment,2,7,2019,3,339845.93197348487,360333.7972108649,20487.86523738003
"6 Cambridge close, Castletroy",Limerick,173000.0,No,Second-Hand Dwelling house /Apartment,29,7,2010,12,206841.94366284538,261414.87772092034,54572.934058074956
"JANEVILLE, TALLOW, WATERFORD",Waterford,75000.0,No,Second-Hand Dwelling house /Apartment,13,10,2014,8,84486.94399464797,98760.67777225522,14273.733777607253
"8 ELMORE LAWN, OMEATH, LOUTH",Louth,158000.0,No,Second-Hand Dwelling house /Apartment,3,7,2017,5,170210.87261373116,187654.43629220617,17443.56367847501
"No. 20 Lois na Mban, Ladysbridge, Co. Cork",Cork,284999.99820000003,No,New Dwelling house /Apartment,16,2,2021,1,289274.998173,294974.998137,5699.999964000017
"BELSHADE, MAIN CORK ROAD, CARRIAGALINE",Cork,370000.0,No,Second-Hand Dwelling house /Apartment,28,2,2019,3,386900.99874999985,410225.6137499999,23324.61500000005
"LEMON, NEWTOWN, PASSAGE EAST",Waterford,410000.0,No,Second-Hand Dwelling house /Apartment,21,12,2017,5,441686.44159259356,486951.38531521853,45264.94372262497
"38 CHERRY GARTH, MOUNT MERRION, DUBLIN",Dublin,780000.0,No,Second-Hand Dwelling house /Apartment,15,3,2021,1,791699.9999999999,807299.9999999999,15600.0
"THE RED HOUSE, DUNDALK ROAD, ARDEE",Louth,200000.0,No,Second-Hand Dwelling house /Apartment,27,10,2016,6,218688.65278852798,245851.06526890298,27162.412480375002
"APT 56, GANDON HALL, GARDINER STREET",Dublin,170000.0,No,Second-Hand Dwelling house /Apartment,6,11,2020,2,175138.24999999994,182108.24999999997,6970.000000000029
"14 CASSIAN COURT EAST, ROYAL CANAL PARK, DUBLIN 15",Dublin,231000.0,No,Second-Hand Dwelling house /Apartment,22,12,2021,1,234464.99999999997,239084.99999999997,4620.0
"37 CASTLE PARK RD, DALKEY, DUBLIN",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,6,8,2015,7,1387306.1411272245,1590349.078458216,203042.9373309915
