Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase
"14 MAPLE COURT, BAILIEBORO, CAVAN",Cavan,78000.0,No,Second-Hand Dwelling house /Apartment,28,6,2017,5
"KNOCKDOORISH, KILBRIDE, TULLOW",Carlow,161000.0,No,Second-Hand Dwelling house /Apartment,10,9,2018,4
"CLONKEEFY, OLDCASTLE, CO MEATH",Meath,173000.0,No,Second-Hand Dwelling house /Apartment,17,12,2020,2
"303  CATHEDRAL ROAD, CORK",Cork,60000.0,No,Second-Hand Dwelling house /Apartment,14,5,2013,9
"VALHALLA, DONAGHMORE, BALLYGARRETT GOREY",Wexford,323500.0,No,Second-Hand Dwelling house /Apartment,19,1,2018,4
"36 THE GREEN, CLONARD VILLAGE, WEXFORD",Wexford,175000.0,Yes,Second-Hand Dwelling house /Apartment,19,10,2018,4
"24 CRESTFIELD DOWNS, HAZELWOOD, GLANMIRE",Cork,245000.0,No,Second-Hand Dwelling house /Apartment,21,8,2019,3
"9  St. Brigid's Terrace, Littleton, Thurles",Tipperary,85000.0,No,Second-Hand Dwelling house /Apartment,10,6,2010,12
"11 EMMET STREET, TIPPERARY TOWN, CO. TIPPERARY",Tipperary,132773.58,No,Second-Hand Dwelling house /Apartment,10,1,2020,2
"Carrowkerribly, Attymass, Ballina",Mayo,222500.0,No,Second-Hand Dwelling house /Apartment,3,2,2012,10
"BALLYHAUNIS ROAD, BALLINDINE, CLAREMORRIS",Mayo,120000.0,No,Second-Hand Dwelling house /Apartment,30,4,2014,8
"5 ASSUMPTION TERRACE, SKIBBEREEN RD, DRIMOLEAGUE",Cork,100000.0,No,Second-Hand Dwelling house /Apartment,18,2,2016,6
"CREEVYKEEL, CLIFFONEY, CO SLIGO",Sligo,60250.0,No,Second-Hand Dwelling house /Apartment,27,5,2019,3
"27 PEARSE ST, KILKENNY",Kilkenny,20000.0,Yes,Second-Hand Dwelling house /Apartment,19,4,2021,1
"20 THE VILLA, MELROSE PARK, KINSEALY",Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,11,6,2021,1
"120 CLUAIN BUI, ENNISCORTHY, CO WEXFORD",Wexford,80000.0,No,Second-Hand Dwelling house /Apartment,31,5,2018,4
"Ballyskeagh, Monivea",Galway,130000.0,No,Second-Hand Dwelling house /Apartment,21,10,2010,12
"EDEN COTTAGE, 2 RAILWAY COTTAGES, MCCURTAINS TOWN",Cork,135000.0,No,Second-Hand Dwelling house /Apartment,16,8,2021,1
"THE COMMONS, DUNLEEK, CO MEATH",Meath,90000.0,No,Second-Hand Dwelling house /Apartment,28,1,2015,7
"22 Gardenrath Close, Kells",Meath,90000.0,No,Second-Hand Dwelling house /Apartment,9,8,2011,11
"rahina, clarina",Limerick,398000.0,No,Second-Hand Dwelling house /Apartment,29,11,2013,9
"229 Beechwood Court, Stillorgan Road",Dublin,304553.415,No,New Dwelling house /Apartment,15,4,2015,7
"4 COMPASS COURT SOUTH, ROYAL CANAL AVE, ROYAL CANAL PARK DUBLIN 15",Dublin,283000.0,No,Second-Hand Dwelling house /Apartment,10,9,2018,4
"TRUSKEY WEST, BARNA, CO GALWAY",Galway,418000.0,No,Second-Hand Dwelling house /Apartment,13,7,2017,5
"50 Abbey Gardens, Abbeyside, Dungarvan",Waterford,234999.48,No,New Dwelling house /Apartment,21,5,2019,3
"60 Mount Carmel, Newbridge, Co Kildare",Kildare,111000.0,No,Second-Hand Dwelling house /Apartment,6,9,2013,9
"22 Ardrew Heights, Dun Brinn, Athy",Kildare,47000.0,Yes,Second-Hand Dwelling house /Apartment,21,3,2013,9
"310 Mooretown, Kildare",Kildare,168000.0,No,Second-Hand Dwelling house /Apartment,9,7,2010,12
"100 LESLIES ARCH, OLD QUARTER, BALLINCOLLIG",Cork,55000.0,No,Second-Hand Dwelling house /Apartment,15,6,2020,2
"88 CRANFORD COURT, STILLORGAN RD, DUBLIN 4",Dublin,246000.0,No,Second-Hand Dwelling house /Apartment,26,4,2017,5
"14 COLLEGE FARM WOODS, COLLEGE FARM, NEWBRIDGE",Kildare,155000.0,No,Second-Hand Dwelling house /Apartment,18,3,2021,1
"APARTMENT 7 OVER THE PUB MILLERS, MAIN ST, OOLA",Limerick,20000.0,No,Second-Hand Dwelling house /Apartment,30,1,2015,7
"4 St Josephs Green, Clonsilla, Dublin 15",Dublin,403913.585,No,New Dwelling house /Apartment,1,9,2021,1
"APT 17, WELLINGTON SQ, WELLINGTON ST",Waterford,60000.0,No,Second-Hand Dwelling house /Apartment,10,1,2018,4
"23 Barnwell Woods, Hansfield, Castlenock",Dublin,161515.04,No,New Dwelling house /Apartment,12,12,2018,4
"51 CHURCHFIELDS, KENTSTOWN, NAVAN",Meath,260000.0,No,Second-Hand Dwelling house /Apartment,22,12,2021,1
"Cahir, Kenmare",Kerry,225000.0,No,Second-Hand Dwelling house /Apartment,26,8,2011,11
"262 FOXHILL, ATHY, KILDARE",Kildare,95000.0,No,Second-Hand Dwelling house /Apartment,24,3,2020,2
"APT 55, COROFIN HOUSE, CLARE VILLAGE DUBLIN 17",Dublin,255000.0,No,Second-Hand Dwelling house /Apartment,25,11,2021,1
"No. 11 The Court, Weirview Estate, Castlecomer Road",Kilkenny,157736.00075,No,New Dwelling house /Apartment,13,8,2015,7
"35 Shanglas Road, Beaumont",Dublin,285000.0,No,Second-Hand Dwelling house /Apartment,3,3,2011,11
"33 Brickfield Gardens, Newry Road, Dundalk",Louth,94999.5,No,New Dwelling house /Apartment,18,2,2011,11
"19 COLLEGE GREEN, GREEN ROAD, CO CARLOW",Carlow,175000.0,No,Second-Hand Dwelling house /Apartment,5,10,2018,4
"3 BEECHGROVE TERRACE, DROGHEDA, LOUTH",Louth,110000.0,No,Second-Hand Dwelling house /Apartment,3,5,2016,6
"CAHERNAMAN, LOUGHREA, CO GALWAY",Galway,256256.0,No,Second-Hand Dwelling house /Apartment,7,12,2020,2
"2 Lyreen Close, Mariavilla, Maynooth",Kildare,479998.31,No,New Dwelling house /Apartment,13,12,2019,3
"53 Green Road, Carlow Town",Carlow,110000.0,No,Second-Hand Dwelling house /Apartment,15,12,2011,11
"67A  Mountjoy Square rear to 67, otherwise 27 Grenville Lane, Dublin 1",Dublin,35000.0,No,Second-Hand Dwelling house /Apartment,29,8,2013,9
"Apt 21A - 21D Upr Newcastle Road, Galway",Galway,1250000.0,No,New Dwelling house /Apartment,22,9,2021,1
"31 Churchfields Close, Ashbourne",Meath,306479.51,No,New Dwelling house /Apartment,22,11,2017,5
"1 CHERRY RISE, DELGANY WOOD, DELGANY",Wicklow,499000.0,No,Second-Hand Dwelling house /Apartment,19,7,2018,4
"5 STONEYFORD PARK, DELVIN, WESTMEATH",Westmeath,120000.0,No,Second-Hand Dwelling house /Apartment,19,11,2015,7
"55 Acha Bhile, Lahinch Road, Ennis",Clare,120999.9892,No,New Dwelling house /Apartment,18,5,2016,6
"LIOSMULLER, BRICKHILL WEST, CRATLOE",Clare,300000.0,No,Second-Hand Dwelling house /Apartment,11,3,2015,7
"90 BURNELL SQ, NORTHERN CROSS, CLARE HALL",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,1,10,2021,1
"APT 4 ST IVES, BISSETTS STRAND, MALAHIDE",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,13,7,2021,1
"6 RYLAND WOOD, PATRICKS WAY, BUNCLODY",Wexford,145000.0,No,Second-Hand Dwelling house /Apartment,20,10,2015,7
"STRAWHALL, FERMOY, CORK",Cork,307000.0,No,Second-Hand Dwelling house /Apartment,28,11,2019,3
"15 MOOREFIELD PARK, NEWBRIDGE, KILDARE",Kildare,187500.0,No,Second-Hand Dwelling house /Apartment,8,5,2015,7
"23 SIUL NA HABHANN, MILL RD, CORBALLY",Limerick,185000.0,No,Second-Hand Dwelling house /Apartment,18,8,2015,7
"KNOCKNAGEEHA, NEWPORT, MAYO",Mayo,141000.0,No,Second-Hand Dwelling house /Apartment,26,1,2018,4
"Ballyglass, Dysart, Ballinasloe",Roscommon,207000.0,No,Second-Hand Dwelling house /Apartment,7,7,2017,5
"62 Levmoss Avenue, Levmoss Park, The Gallops",Dublin,449999.99895000004,No,New Dwelling house /Apartment,3,12,2015,7
"BALLYLARA, ARDRAHAN, CO GALWAY",Galway,54300.0,Yes,Second-Hand Dwelling house /Apartment,8,11,2018,4
"THE COTTAGE, DERRINATUBRID, BOHERBUE",Cork,70000.0,No,Second-Hand Dwelling house /Apartment,22,2,2018,4
"2 Shackleton Links, Shackleton Park, Lucan",Dublin,334998.655,No,New Dwelling house /Apartment,3,4,2019,3
"BALLYMORE, ASKEATON, LIMERICK",Limerick,80000.0,No,Second-Hand Dwelling house /Apartment,11,2,2019,3
"45 CANON ROW, NAVAN, MEATH",Meath,120000.0,No,Second-Hand Dwelling house /Apartment,2,7,2020,2
"13 Knockbarry Cottages, Buttevant",Cork,27000.0,No,Second-Hand Dwelling house /Apartment,5,11,2013,9
"Unit 11 Orwell Gate, Block A Marianella, Rathgar",Dublin,784165.825,No,New Dwelling house /Apartment,5,12,2017,5
"PARKMORE HEIGHTS, ROSCREA, TIPPERARY",Tipperary,175000.0,No,Second-Hand Dwelling house /Apartment,28,8,2015,7
"17 Shallee Drive, Ennis",Clare,130000.0,No,Second-Hand Dwelling house /Apartment,7,2,2011,11
"43, Cedarview  Northwood, Santry",Dublin,480000.00114999997,No,New Dwelling house /Apartment,9,7,2020,2
"94 STRUTHAN MHUIRLINNE, BALLYBANE, GALWAY",Galway,118000.0,No,Second-Hand Dwelling house /Apartment,26,7,2019,3
"10 THE ORCHARD, STRADBALLY",Laois,106998.72,No,New Dwelling house /Apartment,26,3,2015,7
"116 DUN EOIN, CARRIGALINE",Cork,155000.0,No,Second-Hand Dwelling house /Apartment,5,12,2012,10
"36 The Orchard, Bishop's Island, Watergrass Hill",Cork,279805.875,No,New Dwelling house /Apartment,12,3,2021,1
"10 CEOL NA MARA, BURGATIA, ROSSCARBERY",Cork,232000.0,No,Second-Hand Dwelling house /Apartment,30,8,2021,1
"Rath, Murroe",Limerick,190000.0,No,Second-Hand Dwelling house /Apartment,18,2,2011,11
"Apt 2 St Marys Court, St Marys Rd, Arklow",Wicklow,65000.0,No,Second-Hand Dwelling house /Apartment,20,12,2012,10
"8 WELLVIEW AVENUE, BLANCHARDSTOWN, DUBLIN15",Dublin,57500.0,Yes,Second-Hand Dwelling house /Apartment,25,2,2020,2
"PEACH GARDEN, CLASHREAGH, KILBRITTAIN",Cork,201000.0,No,Second-Hand Dwelling house /Apartment,22,10,2014,8
"4 THE OAKS, BELLEVUE, FRANKFIELD",Cork,369948.71,No,New Dwelling house /Apartment,7,12,2020,2
"4 COIS RIOGA, CAHERCONLISH, CO LIMERICK",Limerick,277000.0,No,Second-Hand Dwelling house /Apartment,11,12,2018,4
"93 ESKER MANOR, LUCAN, DUBLIN",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,30,8,2018,4
"87 Chestnut Drive, Mullingar",Westmeath,75000.0,No,Second-Hand Dwelling house /Apartment,26,4,2013,9
"51 WESTBURY WOODS, GREENVILLE LANE, ENNISCORTHY",Wexford,90000.0,No,Second-Hand Dwelling house /Apartment,16,5,2016,6
"16 WESTWOOD PARK, CLARA, OFFALY",Offaly,156000.0,No,Second-Hand Dwelling house /Apartment,30,11,2021,1
"82A Beechwood Lawn, Rochestown Ave, Dun Laoghaire",Dublin,315000.0,No,Second-Hand Dwelling house /Apartment,22,6,2012,10
"Church Street, Castleblayney",Monaghan,40000.0,No,Second-Hand Dwelling house /Apartment,15,3,2013,9
"68 Monksfield Park, Cloongowna, Athlone",Roscommon,158000.00175,Yes,New Dwelling house /Apartment,30,11,2018,4
"Supple Park, Dunshaughlin",Meath,272000.0,No,Second-Hand Dwelling house /Apartment,10,6,2010,12
"THE NOOK, 49 BEECHER STREET, MALLOW",Cork,145000.0,Yes,Second-Hand Dwelling house /Apartment,29,7,2021,1
"CAVAN LOWER, KILLYGORDON, LIFFORD",Donegal,325000.0,No,Second-Hand Dwelling house /Apartment,23,11,2021,1
"6 STANNARDS GROVE, SKEHARD RD, BLACKROCK",Cork,300000.0,No,Second-Hand Dwelling house /Apartment,28,1,2016,6
"12 ELMFIELD AVE, CLAREHALL, DUBLIN 13",Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,20,11,2014,8
"62 Carrickhill Road, Portmarnock",Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,30,9,2011,11
"28 EARLS COURT, REUBEN ST, DUBLIN 8",Dublin,156388.88,No,Second-Hand Dwelling house /Apartment,1,12,2016,6
"146 The Hermitage, Borris Road, Portlaoise",Laois,135000.0,No,Second-Hand Dwelling house /Apartment,4,5,2011,11
"BALLINATONA, UNION HALL, CORK",Cork,67500.0,No,Second-Hand Dwelling house /Apartment,11,6,2018,4
"10 kerry street, fethard",Tipperary,20000.0,Yes,Second-Hand Dwelling house /Apartment,12,3,2012,10
"3 RINEVELLA VIEW, CROSS, CARRIGAHOLT",Clare,70000.0,No,Second-Hand Dwelling house /Apartment,2,4,2019,3
"6 WARREN VIEW, ABBEYTOWN, BOYLE",Roscommon,115000.0,No,Second-Hand Dwelling house /Apartment,22,3,2016,6
"2 Clonmellon Grove, Ardara Avenue, Donaghmede",Dublin,310500.0,No,Second-Hand Dwelling house /Apartment,6,8,2013,9
"34 CLAREVILLE EST, POULADUFF RD, CORK",Cork,338000.0,No,Second-Hand Dwelling house /Apartment,26,9,2019,3
"Bridgend, County Donegal",Donegal,125000.0,No,Second-Hand Dwelling house /Apartment,15,6,2011,11
"15 CEDAR PARK, RIDGEWOOD, SWORDS",Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,17,5,2019,3
"27 TRADAREE CT, SHANNON AIRPORT, CLARE",Clare,65000.0,No,Second-Hand Dwelling house /Apartment,1,8,2017,5
"TURLOUGH VIEW, CORTOON BALLA, CASTLEBAR",Mayo,205000.0,No,Second-Hand Dwelling house /Apartment,17,6,2021,1
"18 The Lawn, Hansfield Wood, Hansfield",Dublin,365000.00785,No,New Dwelling house /Apartment,27,1,2017,5
"CAMDERRY, DROMAHAIR, GLENFARNE",Leitrim,25000.0,No,Second-Hand Dwelling house /Apartment,27,10,2017,5
"50 CHERRYVALE, BAY ESTATE, DUNDALK",Louth,172000.0,No,Second-Hand Dwelling house /Apartment,23,5,2019,3
"131 Boyne View, Trim",Meath,125000.0,No,Second-Hand Dwelling house /Apartment,30,3,2011,11
"THE COACH HOUSE AT RENVILLE HOUSE, ORANMORE, GALWAY",Galway,75000.0,No,Second-Hand Dwelling house /Apartment,30,9,2016,6
"APT 4, CASTLE VETS, BREAFFY RD",Mayo,56316.0,No,Second-Hand Dwelling house /Apartment,31,7,2020,2
"28 Oaklands, Salthill",Galway,330000.0,No,Second-Hand Dwelling house /Apartment,22,6,2012,10
"18 THE STRAND, INNISCRONE, SLIGO",Sligo,150000.0,No,Second-Hand Dwelling house /Apartment,31,5,2017,5
"MAGHERAMORE AND CLOOSHGEREEN, OUGHTERARD, COUNTY GALWAY",Galway,100000.0,No,Second-Hand Dwelling house /Apartment,16,6,2020,2
"32 CASTLEWAY KINSEALY LANE, MALAHIDE",Dublin,754999.99105,No,New Dwelling house /Apartment,9,10,2015,7
"25 THE HARBOUR, MARKET POINT, MULLINGAR",Westmeath,79365.35,No,Second-Hand Dwelling house /Apartment,11,4,2019,3
"8 AN CHALADH, CLONONY BEG, SHANNON HARBOUR BURR",Offaly,105000.0,No,Second-Hand Dwelling house /Apartment,15,4,2014,8
"25 EATON WOOD AVE, SHANKILL, DUBLIN",Dublin,436000.0,No,Second-Hand Dwelling house /Apartment,20,6,2017,5
"26 Manor Rd., Lehanaghmore, Cork",Cork,294907.05,No,New Dwelling house /Apartment,10,2,2011,11
"Old Court, Brighton Avenue, Foxrock",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,1,7,2014,8
"MOUNTNUGENT, CAVAN",Cavan,140000.0,No,Second-Hand Dwelling house /Apartment,10,8,2021,1
"HOLLYHILL, GLENGARRIFF, CORK",Cork,322000.0,No,Second-Hand Dwelling house /Apartment,10,3,2014,8
"LITTLE BARRA, POST OFFICE SQ, PASSAGE EAST",Waterford,88000.0,No,Second-Hand Dwelling house /Apartment,20,9,2018,4
"32 CAIRNWOOD AVE, COOKSTOWN RD, TALLAGHT DUBLIN 24",Dublin,279950.0,No,Second-Hand Dwelling house /Apartment,26,2,2016,6
"155 TUR UISCE, MERLIN PARK, DOUGHISKA",Galway,220000.0,No,Second-Hand Dwelling house /Apartment,22,9,2017,5
"22 KILBELIN CLOSE, NEWBRIDGE, KILDARE",Kildare,357500.0,No,Second-Hand Dwelling house /Apartment,28,5,2018,4
"18 Waterside Lane, Strandhill",Sligo,266061.025,No,New Dwelling house /Apartment,19,6,2013,9
"9 THE K CLUB, STRAFFAN, KILDARE",Kildare,990000.0,No,Second-Hand Dwelling house /Apartment,28,6,2021,1
"58 LOWER JOHN ST, WEXFORD, WEXFORD",Wexford,50000.0,No,Second-Hand Dwelling house /Apartment,6,11,2014,8
"68 Beech House, Silverbanks, The Coast",Dublin,279999.96,No,New Dwelling house /Apartment,13,3,2018,4
"60 BUN A CHNOIC, RAHOON, GALWAY",Galway,210000.0,No,Second-Hand Dwelling house /Apartment,17,11,2014,8
"12 MEADOW VALE, COOLCOTTS, CLONARD",Wexford,159500.0,No,Second-Hand Dwelling house /Apartment,12,4,2019,3
"65 Ardilaun Ct, Raheny",Dublin,504998.955,No,New Dwelling house /Apartment,20,3,2019,3
"APT 41, THE QUAY, SKIBBEREEN",Cork,82000.0,No,Second-Hand Dwelling house /Apartment,23,12,2020,2
"518 PEARSE VILLAS, SALLYNOGGIN, DUN LAOGHAIRE",Dublin,367500.0,No,Second-Hand Dwelling house /Apartment,16,11,2018,4
"21 BELFRY LODGE, THE BELFRY, CITYWEST DUBLIN 24",Dublin,223000.0,No,Second-Hand Dwelling house /Apartment,21,10,2015,7
"APT1, BLOCK8, CLARION QUAY DUBLIN 1",Dublin,347000.0,No,Second-Hand Dwelling house /Apartment,14,2,2018,4
"APARTMENT MAIN STREET, ERRILL, CO LAOIS",Laois,70000.0,No,Second-Hand Dwelling house /Apartment,9,4,2019,3
"11 BALMAIN, CARROWREAGH RD, CARNDONAGH",Donegal,93000.0,No,Second-Hand Dwelling house /Apartment,5,5,2015,7
"40 beechwood heath, beechwood, hansfield",Dublin,496749.99065,No,New Dwelling house /Apartment,10,1,2019,3
"20 WEST END VILLAGE, BLANCHARDSTOWN, DUBLIN 15",Dublin,193000.0,No,Second-Hand Dwelling house /Apartment,2,12,2016,6
"Elm Park, Syngefield, Birr",Offaly,190000.0,No,Second-Hand Dwelling house /Apartment,19,11,2010,12
"APT 10, 16 GARDINER PLACE, DUBLIN 11",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,11,3,2016,6
"21 ABBEYDALE PARK, LUCAN, DUBLIN",Dublin,267000.0,No,Second-Hand Dwelling house /Apartment,6,2,2014,8
"31 AWEBEG, RIVERVALLEY ESTATE, MALLOW",Cork,168000.0,No,Second-Hand Dwelling house /Apartment,6,4,2017,5
"CARLOW RD, CRETTYARD, CARLOW",Laois,151000.0,No,Second-Hand Dwelling house /Apartment,12,9,2014,8
"29 PALMERSTOWN AVENUE, PALMERSTOWN, DUBLIN 20",Dublin,75000.0,Yes,Second-Hand Dwelling house /Apartment,24,5,2017,5
"47 CLIFDEN GLEN, CLIFDEN, GALWAY",Galway,105000.0,No,Second-Hand Dwelling house /Apartment,5,3,2019,3
"235 Olcovar, Shankhill",Dublin,192500.0,No,Second-Hand Dwelling house /Apartment,22,12,2011,11
"THE FORGE, ROUGHAN, KILFENORA",Clare,40000.0,Yes,Second-Hand Dwelling house /Apartment,7,11,2019,3
"NEWTOWN, CAPPAGH, KILDARE",Kildare,230000.0,No,Second-Hand Dwelling house /Apartment,22,11,2017,5
"2 Tapton, Murphystown Road, Sandyford",Dublin,479999.445,No,New Dwelling house /Apartment,18,2,2016,6
"BALLINTUBBER, KILFINANE, COUNTY LIMERICK",Limerick,22000.0,No,Second-Hand Dwelling house /Apartment,10,10,2019,3
"APART NO 1, CAHERCONLISH SERVICE STATION, CAHERCONLISH",Limerick,160000.0,No,Second-Hand Dwelling house /Apartment,12,2,2015,7
"RATHMORE BALLINCARROW, SLIGO",Sligo,255000.0,No,Second-Hand Dwelling house /Apartment,12,1,2016,6
"33 RATHBOURNE COURT, ASHTOWN, DUBLIN 15",Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,31,7,2014,8
"8 RICHMOND, GLANMIRE, CORK",Cork,395000.0,No,Second-Hand Dwelling house /Apartment,5,10,2015,7
"14 Kilbride Gardens, Clara",Offaly,62425.0,No,New Dwelling house /Apartment,27,8,2013,9
"GLENDALE, POINT RD, DUNDALK",Louth,120000.0,No,Second-Hand Dwelling house /Apartment,27,5,2016,6
"APT 3, 85 NORTH MAIN ST, YOUGHAL",Cork,20000.0,No,Second-Hand Dwelling house /Apartment,11,1,2018,4
"29 CASTLELANDS, CASTLESIDE DR, RATHFARNHAM DUBLIN 14",Dublin,248000.0,No,Second-Hand Dwelling house /Apartment,17,8,2018,4
"28 Broadlands, Ballinclea Road, Killiney",Dublin,655000.555,No,New Dwelling house /Apartment,25,2,2019,3
"26 CHAPEL LANE, SKIBEREEN, CORK",Cork,120000.0,No,Second-Hand Dwelling house /Apartment,10,5,2016,6
"16 WHITEHALL PARK, WHITEHALL RD, DUBLIN 12",Dublin,293000.0,No,Second-Hand Dwelling house /Apartment,13,5,2014,8
"48 GALTYMORE PARK, DRIMNAGH, DUBLIN 12",Dublin,93329.12,Yes,Second-Hand Dwelling house /Apartment,13,8,2015,7
"48 BROOKVILLE AVE, CLAREVIEW, LIMERICK",Limerick,200000.0,No,Second-Hand Dwelling house /Apartment,2,10,2017,5
"205 WOODFIELD, KNOCKLYON, DUBLIN 16",Dublin,435000.0,No,Second-Hand Dwelling house /Apartment,11,1,2017,5
"2 BALLINTREE AVE, TYRELLSTOWN, DUBLIN 15",Dublin,130000.0,No,Second-Hand Dwelling house /Apartment,18,2,2016,6
"17 BRUCE MANOR, ARVA, CAVAN",Cavan,107000.0,No,Second-Hand Dwelling house /Apartment,24,5,2021,1
"7 LORD EDWARD STREET, MOUNTMELLICK",Laois,56000.0,No,Second-Hand Dwelling house /Apartment,2,8,2011,11
"70 Abbotfield, Ballinagappa Road, Clane",Kildare,404999.78,No,New Dwelling house /Apartment,9,8,2021,1
"2 LAKESHORE, BLESSINGTON, CO WICKLOW",Wicklow,125000.0,No,Second-Hand Dwelling house /Apartment,28,3,2019,3
"4 MONKSFIELD GROVE, CLONDALKIN, DUBLIN 22",Dublin,262000.0,No,Second-Hand Dwelling house /Apartment,11,5,2017,5
"2 KILCONNY GROVE, BELTURBET, CAVAN",Cavan,85000.0,No,Second-Hand Dwelling house /Apartment,12,6,2015,7
"TIG ABHAINN, NEWPORT EAST, YOUGHAL",Waterford,245000.0,No,Second-Hand Dwelling house /Apartment,27,9,2019,3
"51 Moinin, Kilkee",Clare,178874.98984999998,No,New Dwelling house /Apartment,20,5,2012,10
"6 CAMPBELLS COURT, 33 MAIN ST, HOWTH",Dublin,332500.0,No,Second-Hand Dwelling house /Apartment,22,1,2016,6
"Site No. 40 Dalriada, Knocklyon",Dublin,372450.0003,No,New Dwelling house /Apartment,16,2,2010,12
"19 Cul Daire, Lissycasey",Clare,163000.0,No,Second-Hand Dwelling house /Apartment,22,11,2012,10
"Lyre, Carrignavar",Cork,165000.0,No,Second-Hand Dwelling house /Apartment,7,12,2015,7
"28 WHEATRIDGE, MARYBOROUGH WOODS, DOUGLAS",Cork,410000.0,No,Second-Hand Dwelling house /Apartment,23,10,2015,7
"43 ELM RD, RIVERBANK, ANNACOTTY",Limerick,182000.0,No,Second-Hand Dwelling house /Apartment,15,2,2019,3
"LAGAVOREN, BEAMORE ROAD, DROGHEDA",Meath,350000.0,No,Second-Hand Dwelling house /Apartment,8,10,2021,1
"104 RATHMOUNT, SEAFIELD RD, BLACKROCK",Louth,327000.0,No,Second-Hand Dwelling house /Apartment,20,10,2016,6
"11 ARD AULIN, MUNGRET, LIMERICK",Limerick,330000.0,No,Second-Hand Dwelling house /Apartment,21,2,2020,2
"MOYLE ABBEY, COOKSTOWN, BALLYTORE",Kildare,65000.0,No,Second-Hand Dwelling house /Apartment,21,8,2020,2
"Knockanglass, Ballymackey, Nenagh",Tipperary,198237.89,No,Second-Hand Dwelling house /Apartment,31,7,2013,9
"21 RUSHBROOKE MANOR, COBH, CORK",Cork,195000.0,No,Second-Hand Dwelling house /Apartment,30,7,2018,4
"COCKLESHELL RD, LOHERCANNON, TRALEE",Kerry,490000.0,No,Second-Hand Dwelling house /Apartment,17,12,2014,8
"14 Willow Glen, Herons Wood, Carrigaline",Cork,177500.0,No,Second-Hand Dwelling house /Apartment,5,9,2014,8
"18 THE COACH HOUSES, FOREST PARK, COURTOWN HARBOUR",Wexford,67000.0,No,Second-Hand Dwelling house /Apartment,14,11,2014,8
"33 Circular Road, Ballin",Mayo,45000.0,No,Second-Hand Dwelling house /Apartment,19,5,2010,12
"Dooras, Cornamona, Galway",Galway,100000.0,No,Second-Hand Dwelling house /Apartment,7,1,2016,6
"ACHONRY, TUBBERCURRY, SLIGO",Sligo,55000.0,No,Second-Hand Dwelling house /Apartment,9,10,2020,2
"APARTMENT 8, SLI CLUAIN AOIBHINN COURT, NAAS",Kildare,150000.0,No,Second-Hand Dwelling house /Apartment,15,11,2019,3
"21 THE WILLOWS, CASTLEJANE WOOD GLANMIRE, CORK",Cork,253000.0,No,Second-Hand Dwelling house /Apartment,8,10,2015,7
"Rossnowlagh, Donegal",Donegal,240000.0,No,Second-Hand Dwelling house /Apartment,4,5,2011,11
"8 Philipsvale, Daingean",Offaly,120000.0,No,Second-Hand Dwelling house /Apartment,23,11,2010,12
"10 THE HAWTHORNS, BALLINAHINCH WOOD, ASHFORD",Wicklow,442500.0,No,Second-Hand Dwelling house /Apartment,13,11,2019,3
"4 ALLENVIEW HEIGHTS, NEWBRIDGE, KILDARE",Kildare,280000.0,No,Second-Hand Dwelling house /Apartment,27,8,2020,2
"MANOR, TULSK, CASTLEREA",Roscommon,87500.0,No,Second-Hand Dwelling house /Apartment,10,12,2020,2
"13 The View, Carrickmines Manor, Glenamuck Road",Dublin,175000.0,No,Second-Hand Dwelling house /Apartment,25,5,2012,10
"30 CARDY ROCK AVE, BALBRIGGAN, DUBLIN",Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,24,3,2017,5
"20 MEADOWCOURT, CLONROAD, ENNIS",Clare,167000.0,No,Second-Hand Dwelling house /Apartment,13,7,2017,5
"RATHKEA, TIPPERARY",Tipperary,100000.0,No,Second-Hand Dwelling house /Apartment,3,12,2021,1
"BOHER BUI ROAD, BALLAGHADERREEN, COUNTY ROSCOMMON",Roscommon,55000.0,No,Second-Hand Dwelling house /Apartment,25,10,2018,4
"28 Redbarn, Youghal",Cork,30000.0,No,Second-Hand Dwelling house /Apartment,14,10,2014,8
"APARTMENTS 5 6 8 9 11 12 15 16 AND, UNITS 19 AND 20 GRANARY COURT, CONNOLLY ST  MIDLETON",Cork,905806.0,No,Second-Hand Dwelling house /Apartment,28,9,2020,2
"1 WILLOW DRIVE, BLOOMFIELD, ANNACOTTY",Limerick,329999.99015,No,New Dwelling house /Apartment,20,12,2019,3
"17E FERNLEIGH PARK, CARPENTERSTOWN, DUBLIN 15",Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,29,3,2019,3
"RAMLEAH, WOODBROOK, PORTARLINGTON",Laois,360000.0,No,Second-Hand Dwelling house /Apartment,4,6,2021,1
