Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,day,month,year
02/10/2020,"No. 68 An Fuarán, Dublin Road, Oranmore",,Galway,203703.70,Yes,Yes,New Dwelling house /Apartment,,02,10,2020
05/05/2017,"ARDHOOM, MEELICK, SWINFORD",,Mayo,190000.00,No,No,Second-Hand Dwelling house /Apartment,,05,05,2017
09/09/2015,"8 FOXBURY, GOLF LINKS RD, BETTYSTOWN",,Meath,260000.00,No,No,Second-Hand Dwelling house /Apartment,,09,09,2015
28/09/2020,"12 ST MARYS ROAD, DUNDALK, CO LOUTH",,Louth,140000.00,No,No,Second-Hand Dwelling house /Apartment,,28,09,2020
12/07/2011,"73 Brotherton, Sleaty Road, Carlow",,Carlow,135250.00,No,No,Second-Hand Dwelling house /Apartment,,12,07,2011
17/12/2014,"1 Traverslea Close, Lower Glenageary road, Co Dublin",,Dublin,1023000.00,No,No,Second-Hand Dwelling house /Apartment,,17,12,2014
30/07/2019,"51 NEWPARK, KILKENNY",,Kilkenny,280000.00,No,No,Second-Hand Dwelling house /Apartment,,30,07,2019
21/03/2019,"163 BALLYGALL PARADE, FINGLAS DUBLIN 11, DUBLIN",Dublin 11,Dublin,250500.00,No,No,Second-Hand Dwelling house /Apartment,,21,03,2019
11/11/2020,"ACRES, BALLINAMEEN, BOYLE",,Roscommon,69000.00,No,No,Second-Hand Dwelling house /Apartment,,11,11,2020
07/05/2020,"14 KEY, CUSTOM HOUSE QUAY, WEXFORD",,Wexford,145000.00,No,No,Second-Hand Dwelling house /Apartment,,07,05,2020
09/04/2013,"70 Ard Uisce, Whiterock Hill, Wexford",,Wexford,118942.73,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09,04,2013
28/06/2019,"SLANELOUGH HOUSE, SLANELOUGH, ASHFORD",,Wicklow,725000.00,No,No,Second-Hand Dwelling house /Apartment,,28,06,2019
13/09/2019,"31 CEDAR BROOK WALK, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,205000.00,No,No,Second-Hand Dwelling house /Apartment,,13,09,2019
15/07/2010,"40 Closes Road, Farranree, Cork",,Cork,140000.00,No,No,Second-Hand Dwelling house /Apartment,,15,07,2010
30/09/2014,"34 MAPLE DR, GREENHILLS, DROGHEDA",,Louth,120000.00,No,No,Second-Hand Dwelling house /Apartment,,30,09,2014
04/05/2010,"Kilcormack, Ferns",,Wexford,190000.00,No,No,Second-Hand Dwelling house /Apartment,,04,05,2010
30/08/2016,"69 MOYGLARE VILLAGE, MAYNOOTH, KILDARE",,Kildare,280000.00,No,No,Second-Hand Dwelling house /Apartment,,30,08,2016
21/12/2018,"No. 6 Bounds Court, Airport Road",,Waterford,158615.00,Yes,Yes,New Dwelling house /Apartment,,21,12,2018
22/09/2016,"CURLUMAN, FOXFORD, MAYO",,Mayo,52500.00,No,No,Second-Hand Dwelling house /Apartment,,22,09,2016
14/09/2015,"19 KILTEGAN PARK, ROCHESTOWN, CORK",,Cork,395000.00,No,No,Second-Hand Dwelling house /Apartment,,14,09,2015
04/10/2013,"40 Ryland Woods, Bunclody",,Wexford,105000.00,No,No,Second-Hand Dwelling house /Apartment,,04,10,2013
23/07/2021,"180 MEADOW VIEW, DROGHEDA, LOUTH",,Louth,300000.00,No,No,Second-Hand Dwelling house /Apartment,,23,07,2021
02/03/2012,"27 Watson Road, Killiney",,Dublin,435000.00,No,No,Second-Hand Dwelling house /Apartment,,02,03,2012
15/12/2017,"APT 39, CHRISTCHURCH VIEW, CHRISTCHURCH PLACE DUBLIN 8",Dublin 8,Dublin,388500.00,No,No,Second-Hand Dwelling house /Apartment,,15,12,2017
13/09/2021,"NOLAGH, SHERCOCK, CAVAN",,Cavan,140000.00,No,No,Second-Hand Dwelling house /Apartment,,13,09,2021
18/12/2020,"2 BARTRA GREEN, KILLALA, COUNTY MMYO",,Louth,117500.00,No,No,Second-Hand Dwelling house /Apartment,,18,12,2020
12/11/2020,"20 THE VILLAGE, BALLYGUNNER, WATERFORD",,Waterford,530000.00,No,No,Second-Hand Dwelling house /Apartment,,12,11,2020
26/07/2017,"12 Hollywoodrath Rise, Hollystown",Dublin 15,Dublin,361233.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26,07,2017
04/07/2019,"34 BEECHWOOD AVE, BALLYJAMESDUFF, CAVAN",,Cavan,150000.00,No,No,Second-Hand Dwelling house /Apartment,,04,07,2019
26/07/2019,"45 DERAVARRA, MULLINGAR, WESTMEATH",,Westmeath,175000.00,No,No,Second-Hand Dwelling house /Apartment,,26,07,2019
17/10/2016,"APT 6 BLOCK B, CASTLECENTRE, CASTLECONNELL",,Limerick,21875.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,10,2016
04/02/2019,"3 WALNUT LANE, KILBEGGAN, WESTMEATH",,Westmeath,155000.00,No,No,Second-Hand Dwelling house /Apartment,,04,02,2019
14/06/2013,"40A Elmwood, Clonsilla, Dublin 15",Dublin 15,Dublin,172000.00,No,No,Second-Hand Dwelling house /Apartment,,14,06,2013
19/01/2010,"Springfield, Killoran, Ballinasloe",,Galway,100000.00,No,No,Second-Hand Dwelling house /Apartment,,19,01,2010
19/12/2014,"69 CILL FOIRENNN JOHNSTOWN NAVAW, MEATH",,Meath,180000.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2014
12/06/2019,"203 LURGAN PARK, RENMORE, GALWAY",,Galway,265000.00,No,No,Second-Hand Dwelling house /Apartment,,12,06,2019
29/04/2011,"Apt. No. 2 Frederick Court, Ashbourne",,Meath,143000.00,No,No,Second-Hand Dwelling house /Apartment,,29,04,2011
04/02/2020,"96 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",Dublin 1,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,,04,02,2020
22/09/2021,"GARREMJAMES, KILLEAGH, CO CORK",,Cork,265000.00,No,No,Second-Hand Dwelling house /Apartment,,22,09,2021
01/08/2014,"80 PEBBLE DR, PEBBLE BEACH, TRAMORE",,Waterford,39000.00,No,No,Second-Hand Dwelling house /Apartment,,01,08,2014
04/06/2020,"COOLDOROUGH, DOON, OFFALY",,Offaly,111375.00,Yes,No,Second-Hand Dwelling house /Apartment,,04,06,2020
23/08/2013,"Selton Cottage, Selton, Gorvagh",,Leitrim,51300.00,No,No,Second-Hand Dwelling house /Apartment,,23,08,2013
01/08/2012,"75 VENTRY PARK, CABRA, DUBLIN 7",,Dublin,75000.00,No,No,Second-Hand Dwelling house /Apartment,,01,08,2012
06/10/2014,"Apt 221 Charlestown Centre, Charlestown Place, St. Margaret's Road  Finglas",Dublin 11,Dublin,194086.00,No,No,Second-Hand Dwelling house /Apartment,,06,10,2014
02/07/2015,"26 BEVERTON RISE, TURVEY AVE, DONABATE",,Dublin,273000.00,No,No,Second-Hand Dwelling house /Apartment,,02,07,2015
27/08/2015,"LATTAGLOGHAN, BALLYJAMESDUFF, CO. CAVAN",,Cavan,165000.00,No,No,Second-Hand Dwelling house /Apartment,,27,08,2015
15/08/2016,"14 CNOC NA SI, RATHSCANLON, TUBBERCURRY",,Sligo,89000.00,No,No,Second-Hand Dwelling house /Apartment,,15,08,2016
09/12/2016,"GARRISTOWN, DUBLIN",,Dublin,355000.00,No,No,Second-Hand Dwelling house /Apartment,,09,12,2016
31/08/2021,"BARNEY, EDGEWORTHSTOWN, LONGFORD",,Longford,300000.00,No,No,Second-Hand Dwelling house /Apartment,,31,08,2021
02/06/2020,"FLAT 1, 11 NORTH FREDERICK STREET, DUBLIN1",,Dublin,216000.00,No,No,Second-Hand Dwelling house /Apartment,,02,06,2020
30/06/2016,"3 Castlegrange Avenue, Castaheany, Clonee",Dublin 15,Dublin,259911.90,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,06,2016
12/11/2021,"39 MOUNT DRUMMOND AVE, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,560000.00,No,No,Second-Hand Dwelling house /Apartment,,12,11,2021
16/06/2017,"YELLOW GAP, TERMONFECKIN, DROGHEDA",,Louth,240000.00,No,No,Second-Hand Dwelling house /Apartment,,16,06,2017
22/07/2019,"122 LUCAN RD, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,480000.00,No,No,Second-Hand Dwelling house /Apartment,,22,07,2019
20/10/2020,"50 TEMPLEACRE AVE, GURRANEBRAHER, CORK",,Cork,165000.00,No,No,Second-Hand Dwelling house /Apartment,,20,10,2020
03/12/2015,"20 THE PADDOCKS, ATHLEAGUE, ROSCOMMON",,Roscommon,30500.00,No,No,Second-Hand Dwelling house /Apartment,,03,12,2015
10/06/2021,"2 THE COURT, DUNSHAUGHLIN, MEATH",,Meath,350000.00,No,No,Second-Hand Dwelling house /Apartment,,10,06,2021
27/08/2013,"11 Glencullen, Duntahane Road, Fermoy",,Cork,135000.00,No,No,Second-Hand Dwelling house /Apartment,,27,08,2013
13/12/2019,"BALFADDOCK, SLANE, MEATH",,Meath,495000.00,No,No,Second-Hand Dwelling house /Apartment,,13,12,2019
24/04/2014,"15 LANDMARK COURT, CARRICK ON SHANNON, ROSCOMMON",,Leitrim,46000.00,No,No,Second-Hand Dwelling house /Apartment,,24,04,2014
14/11/2019,"Apartment No.170 Abbot Court, Cualanor, Upper Glenageary Road",,Dublin,340089.43,No,Yes,New Dwelling house /Apartment,,14,11,2019
19/06/2014,"2 DROMORE, BANTRY, CO CORK",,Cork,120000.00,No,No,Second-Hand Dwelling house /Apartment,,19,06,2014
31/08/2018,"52 CHARLOTTE GROVE, GOREY, CO. WEXFORD",,Wexford,180000.00,No,No,Second-Hand Dwelling house /Apartment,,31,08,2018
27/10/2016,"15 GLOUCESTER SQ, RAILWAY ST, DUBLIN",Dublin 1,Dublin,335000.00,No,No,Second-Hand Dwelling house /Apartment,,27,10,2016
08/10/2019,"2 Meadowbank Green, Millers Glen, Swords",,Dublin,450000.00,No,Yes,New Dwelling house /Apartment,,08,10,2019
27/06/2013,"No. 7 Hazelwood, Taylors Hill",,Galway,500000.00,No,No,Second-Hand Dwelling house /Apartment,,27,06,2013
16/09/2016,"9 METRON RD, RATHMINES, DUBLIN 6",Dublin 6,Dublin,1700000.00,No,No,Second-Hand Dwelling house /Apartment,,16,09,2016
22/06/2020,"5 GRACEMEADOW PARK, STAMULLEN, MEATH",,Meath,250000.00,No,No,Second-Hand Dwelling house /Apartment,,22,06,2020
30/07/2015,"5 SHANAGARRY, COLLINS AVE, DUNMORE RD",,Waterford,155000.00,No,No,Second-Hand Dwelling house /Apartment,,30,07,2015
23/12/2010,"3 Victoria Terrace, Naas, Co Kildare",,Kildare,290000.00,No,No,Second-Hand Dwelling house /Apartment,,23,12,2010
11/09/2018,"20 LONGFIELD AVE, ARDGEEHA, CLONMEL",,Tipperary,100500.00,No,No,Second-Hand Dwelling house /Apartment,,11,09,2018
25/02/2015,"16 Delvin Banks, The Naul, Co. Dublin",,Dublin,112500.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,02,2015
06/12/2010,"31 Wycherley Terrace, College Road, Cork",,Cork,105000.00,No,No,Second-Hand Dwelling house /Apartment,,06,12,2010
14/01/2022,"9 CHAPEL HALL, CHAPEL ST, BALBRIGGAN",,Dublin,200000.00,No,No,Second-Hand Dwelling house /Apartment,,14,01,2022
22/12/2015,"9 ARDFIELD AVE, GRANGE, DOUGLAS",,Cork,239000.00,Yes,No,Second-Hand Dwelling house /Apartment,,22,12,2015
31/03/2016,"45 NUTLEY LANE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,1275000.00,No,No,Second-Hand Dwelling house /Apartment,,31,03,2016
15/07/2015,"96 Abbeylands, Mullingar, County",,Westmeath,82000.00,No,No,Second-Hand Dwelling house /Apartment,,15,07,2015
03/03/2016,"22 SILKEN VALE, MAYNOOTH, KILDARE",,Kildare,325000.00,No,No,Second-Hand Dwelling house /Apartment,,03,03,2016
27/04/2021,"APARTMENT 202, THE WILLOWS, BOREENMANA ROAD",,Cork,337500.00,No,No,Second-Hand Dwelling house /Apartment,,27,04,2021
03/03/2021,"CLARA ROAD, MOATE, CO WESTMEATH",,Westmeath,40000.00,No,No,Second-Hand Dwelling house /Apartment,,03,03,2021
16/12/2020,"5 ROSEDALE, TYRCONNELL ST, INCHICORE",Dublin 8,Dublin,375000.00,No,No,Second-Hand Dwelling house /Apartment,,16,12,2020
31/03/2021,"CHAPEL ST, KILKEE, CLARE",,Clare,250000.00,No,No,Second-Hand Dwelling house /Apartment,,31,03,2021
15/12/2010,"34 THORNBERRY, TRUSKEY WEST, BARNA",,Galway,515000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15,12,2010
02/07/2014,"25 Reenellan, Knightstown, Valentia Island",,Kerry,150000.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,02,07,2014
27/07/2011,"28 SEABURY PARK, MALAHIDE",,Dublin,305000.00,No,No,Second-Hand Dwelling house /Apartment,,27,07,2011
21/11/2014,"17 OAKWOOD MANOR, KILLOWEN, KENMARE",,Kerry,197000.00,No,No,Second-Hand Dwelling house /Apartment,,21,11,2014
30/09/2014,"59 JULIET SQUARE, ST EDMUNDS, PALMERSTOWN",,Dublin,140445.00,No,No,Second-Hand Dwelling house /Apartment,,30,09,2014
16/02/2017,"WOODVIEW HOUSE, ARDLOUGHER, BALLINAGH",,Cavan,150000.00,No,No,Second-Hand Dwelling house /Apartment,,16,02,2017
21/08/2015,"27 BEACH VIEW, DUNCANNON, WEXFORD",,Wexford,156250.00,No,No,Second-Hand Dwelling house /Apartment,,21,08,2015
19/12/2014,"10 FAIRGREEN HOUSE, FAIRGREEN RD, GALWAY",,Galway,165000.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2014
20/05/2019,"MANTLEHILL, GOLDEN, TIPPERARY",,Tipperary,120000.00,Yes,No,Second-Hand Dwelling house /Apartment,,20,05,2019
21/09/2016,"21 NEWCOURT RD, BRAY, WICKLOW",,Wicklow,535000.00,No,No,Second-Hand Dwelling house /Apartment,,21,09,2016
26/10/2012,"Station Road, Mountcharles",,Donegal,90000.00,No,No,Second-Hand Dwelling house /Apartment,,26,10,2012
22/05/2020,"2 Condor, Church Road, Killiney",,Dublin,881057.00,No,Yes,New Dwelling house /Apartment,,22,05,2020
29/11/2019,"No. 8 The Orchard, Watergrasshill",,Cork,370044.05,No,Yes,New Dwelling house /Apartment,,29,11,2019
02/08/2018,"DRUMDANGAN, GLENEALY, CO WICKLOW",,Wicklow,240000.00,No,No,Second-Hand Dwelling house /Apartment,,02,08,2018
17/05/2018,"APT. 20 PORT HOUSE, PORT ROAD, LETTERKENNY",,Donegal,27500.00,No,No,Second-Hand Dwelling house /Apartment,,17,05,2018
02/09/2016,"143 LANSDOWNE PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,915000.00,No,No,Second-Hand Dwelling house /Apartment,,02,09,2016
20/09/2017,"N3 KINGS COURT, MANOR WEST, TRALEE",,Kerry,75000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,20,09,2017
27/07/2012,"6 Leitir Burca, Knocknacarra",,Galway,217500.00,No,No,Second-Hand Dwelling house /Apartment,,27,07,2012
09/12/2014,"KILLISK, BALLYMURN, WEXFORD",,Wexford,145000.00,No,No,Second-Hand Dwelling house /Apartment,,09,12,2014
22/12/2014,"263 RATOATH ROAD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,216000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014
13/02/2017,"4 COOLATREE RD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,345000.00,No,No,Second-Hand Dwelling house /Apartment,,13,02,2017
21/05/2021,"APT 53 SHANDON COURT, UPPER YELLOW ROAD, WATERFORD",,Waterford,75000.00,No,No,Second-Hand Dwelling house /Apartment,,21,05,2021
23/05/2011,"84 Lake Drive, Kilminchy",,Laois,120925.11,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,05,2011
19/01/2012,"4 Wheatfields, Clonmel",,Tipperary,20000.00,Yes,No,Second-Hand Dwelling house /Apartment,,19,01,2012
02/10/2015,"14 MOUNTAIN VIEW, POLLERTON, CARLOW TOWN",,Carlow,149500.00,No,No,Second-Hand Dwelling house /Apartment,,02,10,2015
02/06/2015,"1 FOXFORD COURT BALLYOWEN LUCAN, DUBLIN",,Dublin,152000.00,No,No,Second-Hand Dwelling house /Apartment,,02,06,2015
26/03/2019,"8 MAPLE HOUSE, DRUMGEELY, SHANNON",,Clare,77000.00,No,No,Second-Hand Dwelling house /Apartment,,26,03,2019
26/02/2020,"37 Willow Green, Dunshaughlin",,Meath,284581.00,No,Yes,New Dwelling house /Apartment,,26,02,2020
21/12/2020,"6 OAKWOOD, RAMSTOWN, GOREY",,Wexford,195000.00,No,No,Second-Hand Dwelling house /Apartment,,21,12,2020
12/08/2011,"B10 Spanish Cove, Kilkee",,Clare,84000.00,No,No,Second-Hand Dwelling house /Apartment,,12,08,2011
13/04/2017,"46 CONLIN RD, KILLYBEGS, DONEGAL",,Donegal,123000.00,No,No,Second-Hand Dwelling house /Apartment,,13,04,2017
14/08/2015,"1 ABBOTSWOOD DOWNS, ROCHESTOWN, CORK",,Cork,575000.00,No,No,Second-Hand Dwelling house /Apartment,,14,08,2015
14/05/2010,"25 Hunters Court, Hunterswood, Ballycullen",,Dublin,242000.00,No,No,Second-Hand Dwelling house /Apartment,,14,05,2010
18/11/2016,"FOREST VIEW, COOLBEG, GLENEALY",,Wicklow,260000.00,No,No,Second-Hand Dwelling house /Apartment,,18,11,2016
08/10/2018,"16 BRINDLEY PARK CRESCENT, ASHBOURNE, MEATH",,Meath,295000.00,No,No,Second-Hand Dwelling house /Apartment,,08,10,2018
27/07/2012,"Apartment 41, Park Crescent, Blackhorse Avenue",,Dublin,148000.00,No,No,Second-Hand Dwelling house /Apartment,,27,07,2012
17/06/2020,"53A ST BRENDANS AVE, COOLOCK, DUBLIN 5",Dublin 5,Dublin,357500.00,No,No,Second-Hand Dwelling house /Apartment,,17,06,2020
12/12/2013,"3 RADCLIFFE APTS, DUBLIN RD, SUTTON DUBLIN 13",,Dublin,240000.00,No,No,Second-Hand Dwelling house /Apartment,,12,12,2013
23/09/2019,"81 SAINT JOSEPHS TCE, PORTARLINGTON, LAOIS",,Laois,70000.00,No,No,Second-Hand Dwelling house /Apartment,,23,09,2019
11/08/2016,"15 WATERMILL CLOSE, OLD BAWN, TALLAGHT",Dublin 24,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,,11,08,2016
01/05/2019,"STRACKEENAGH, DERRYBEG, DONEGAL",,Donegal,62500.00,No,No,Second-Hand Dwelling house /Apartment,,01,05,2019
19/12/2018,"36 BRU NA MARA, FORT LORENZO, GALWAY",,Galway,235000.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2018
27/10/2011,"179 VERNON AVENUE, CLONTARF, DUBLIN",,Dublin,360000.00,No,No,Second-Hand Dwelling house /Apartment,,27,10,2011
20/01/2015,"20 THE MILL, BALTINGLASS, WICKLOW",,Wicklow,90000.00,No,No,Second-Hand Dwelling house /Apartment,,20,01,2015
06/03/2013,"The Grove, Boreen, Straffan",,Kildare,300000.00,No,No,Second-Hand Dwelling house /Apartment,,06,03,2013
16/11/2018,"MOUNTBOLTON, PORTLAW, WATERFORD",,Waterford,381000.00,No,No,Second-Hand Dwelling house /Apartment,,16,11,2018
11/09/2015,"55 THE GROVE, CLONARD, WEXFORD",,Wexford,87000.00,No,No,Second-Hand Dwelling house /Apartment,,11,09,2015
04/07/2019,"18 HANSTED CLOSE FINNSTOWN LUCAN, DUBLIN",,Dublin,229000.00,No,No,Second-Hand Dwelling house /Apartment,,04,07,2019
12/12/2016,"35 COURTNEY HOUSE, APPIAN WAY, RANELAGH DUBLIN 6",Dublin 6,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,,12,12,2016
27/08/2019,"36 THE GRANGE, BORRIS ROAD, PORTLAOIS",,Laois,195000.00,No,No,Second-Hand Dwelling house /Apartment,,27,08,2019
20/08/2015,"40 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,485000.00,No,No,Second-Hand Dwelling house /Apartment,,20,08,2015
03/03/2021,"73 FR BURKE RD, THE CLADDAGH, GALWAY",,Galway,475000.00,No,No,Second-Hand Dwelling house /Apartment,,03,03,2021
06/07/2016,"78 ARD COILTE, BALLINA, KILLALOE",,Tipperary,340000.00,No,No,Second-Hand Dwelling house /Apartment,,06,07,2016
14/10/2019,"21 ARD UISCE  WHITEROCK HILL, WEXFORD, WEXFORD",,Wexford,114000.00,Yes,No,Second-Hand Dwelling house /Apartment,,14,10,2019
22/06/2020,"79 ROCHESTOWN AVENUE, DUN LAOGHAIRE, CO DUBLIN",,Dublin,540000.00,No,No,Second-Hand Dwelling house /Apartment,,22,06,2020
28/04/2021,"AUGHADEFFIN, KILKENNY, MAYO",,Mayo,245000.00,No,No,Second-Hand Dwelling house /Apartment,,28,04,2021
21/07/2016,"6 ST JOSEPHS TERRACE, LISMIRE, NEWMARKET",,Cork,70000.00,No,No,Second-Hand Dwelling house /Apartment,,21,07,2016
11/07/2013,"93A  Lower Dorset Street, Dublin 1",Dublin 1,Dublin,73700.00,Yes,No,Second-Hand Dwelling house /Apartment,,11,07,2013
16/02/2018,"CROSSARD, WOLFHILL, CO LOAIS",,Laois,160000.00,No,No,Second-Hand Dwelling house /Apartment,,16,02,2018
17/02/2015,"35 ST MARYS CRESCENT, WESTPORT, MAYO",,Mayo,173000.00,No,No,Second-Hand Dwelling house /Apartment,,17,02,2015
26/08/2014,"38 GLEANN NA COILLE, BARNA RD, GALWAY",,Galway,309200.00,No,No,Second-Hand Dwelling house /Apartment,,26,08,2014
17/09/2019,"21 THE PARK MILLBROOK LAWNS, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,305000.00,No,No,Second-Hand Dwelling house /Apartment,,17,09,2019
14/06/2013,"19 Holywell Avenue, Sea Road, Kilcoole",,Wicklow,220000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,06,2013
01/02/2021,"ARDARAGH WEST, BERE ISLAND, CO CORK",,Cork,250000.00,No,No,Second-Hand Dwelling house /Apartment,,01,02,2021
27/04/2012,"Rosebud Cottage, Daingean Road, Tullamore",,Offaly,150000.00,No,No,Second-Hand Dwelling house /Apartment,,27,04,2012
09/06/2016,"MOUNTOVEN COTTAGE, MOUNTOVEN, CAMP",,Kerry,240000.00,No,No,Second-Hand Dwelling house /Apartment,,09,06,2016
07/11/2014,"7 ABBEY MANOR, ROSEBERRY, NEWBRIDGE",,Kildare,90000.00,No,No,Second-Hand Dwelling house /Apartment,,07,11,2014
16/12/2016,"60 Chestnut Avenue, Fruithill Manor, Graiguecullen",,Laois,127753.30,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,12,2016
03/10/2019,"10 BALLINCUR PARK, KINNITTY, BIRR",,Offaly,135000.00,No,No,Second-Hand Dwelling house /Apartment,,03,10,2019
27/07/2021,"3 WOODLANDS PARK, BLACKROCK, DUBLIN",,Dublin,850000.00,No,No,Second-Hand Dwelling house /Apartment,,27,07,2021
20/12/2013,"28 FR CULLEN TCE, RATHVILLY, CO. CARLOW",,Carlow,31261.00,Yes,No,Second-Hand Dwelling house /Apartment,,20,12,2013
30/03/2012,"86 Crann Ard, Fethard Road, Clonmel",,Tipperary,121000.00,No,No,Second-Hand Dwelling house /Apartment,,30,03,2012
10/11/2021,"MULLAGHMORE, VIRGINIA, CAVAN",,Cavan,312500.00,No,No,Second-Hand Dwelling house /Apartment,,10,11,2021
16/08/2013,"25 The Sanderling, Baranageeragh Cove, Skerries",,Dublin,125000.00,No,No,Second-Hand Dwelling house /Apartment,,16,08,2013
15/09/2015,"294 HOWTH ROAD, KILLESTER, DUBLIN 5",Dublin 5,Dublin,635000.00,No,No,Second-Hand Dwelling house /Apartment,,15,09,2015
06/11/2018,"MULLEN, FRENCHPARK, ROSCOMMON",,Roscommon,150000.00,No,No,Second-Hand Dwelling house /Apartment,,06,11,2018
23/11/2020,"53 CARNE HILL, JOHNSTOWN, NAVAN",,Meath,335000.00,No,No,Second-Hand Dwelling house /Apartment,,23,11,2020
25/06/2021,"RAHINE, AUGHADOWN, SKIBBEREEN",,Cork,100000.00,No,No,Second-Hand Dwelling house /Apartment,,25,06,2021
02/10/2012,"Caraun, Claregalway, Galway",,Galway,106000.00,No,No,Second-Hand Dwelling house /Apartment,,02,10,2012
05/06/2018,"57 Drury Mills, Saggart, County Dublin",,Dublin,317180.61,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,05,06,2018
13/03/2015,"BALLYDONNELL, REDCROSS, CO WICKLOW",,Wicklow,225000.00,No,No,Second-Hand Dwelling house /Apartment,,13,03,2015
29/03/2021,"38 LOWER GLANMIRE RD, CORK",,Cork,200000.00,No,No,Second-Hand Dwelling house /Apartment,,29,03,2021
29/03/2021,"40 TURRY MEADOWS OLDCASTLE RD, ATHBOY, MEATH",,Meath,188429.00,No,No,Second-Hand Dwelling house /Apartment,,29,03,2021
17/12/2015,"NO 40 CARRAIG EAN, EDENDERRY, CO. OFFALY",,Offaly,86000.00,No,No,Second-Hand Dwelling house /Apartment,,17,12,2015
18/10/2016,"24 THE BRIARY, ROSE HILL, CARRIGALINE",,Cork,252000.00,No,No,Second-Hand Dwelling house /Apartment,,18,10,2016
13/10/2017,"16 parkside boulevard, parkside, malahide road",,Dublin,348017.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,13,10,2017
29/04/2019,"27 THE SHOWGROUNDS, RATHDOWNEY, LAOIS",,Laois,135000.00,No,No,Second-Hand Dwelling house /Apartment,,29,04,2019
02/01/2013,"Apt No. 3 College Gate, Newcastle",,Galway,142000.00,No,No,Second-Hand Dwelling house /Apartment,,02,01,2013
25/07/2013,"Dromore West, Tieragh",,Sligo,44000.00,No,No,Second-Hand Dwelling house /Apartment,,25,07,2013
10/03/2015,"17 Elm Park, Carraig An Aird, Six Cross Roads",,Waterford,62776.20,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,03,2015
29/12/2014,"APT 4 MUCKROSS HOUSE, RUSHBROOKE MANOR, COBH",,Cork,41666.66,No,No,Second-Hand Dwelling house /Apartment,,29,12,2014
05/11/2013,"Ballinakill, eyrecourt, ballinasloe",,Galway,50000.00,No,No,Second-Hand Dwelling house /Apartment,,05,11,2013
28/05/2015,"56 The Woods, Glounthaune",,Cork,220264.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,05,2015
06/10/2010,"No 2 Grand Canal Court, Tullamore",,Offaly,210000.00,No,No,Second-Hand Dwelling house /Apartment,,06,10,2010
11/03/2014,"8 CHURCH AVE, OFF ROMAN ST, CORK",,Cork,68000.00,No,No,Second-Hand Dwelling house /Apartment,,11,03,2014
21/06/2018,"52 BRACKEN DR, OLD TRAMORE RD, WATERFORD",,Waterford,166000.00,No,No,Second-Hand Dwelling house /Apartment,,21,06,2018
20/01/2017,"CONNAUGHT RD, SCARIFF, CLARE",,Clare,45000.00,No,No,Second-Hand Dwelling house /Apartment,,20,01,2017
23/06/2020,"ROSFRIAR, KINLOUGH, LEITRIM",,Leitrim,130000.00,No,No,Second-Hand Dwelling house /Apartment,,23,06,2020
