Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
20/08/2010,"8 Courtown Harbour, Courtown",,Wexford,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2015,"2 Thormanby Hill, Howth",,Dublin,"€1,189,427.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/03/2019,"24 AMBERWOOD, BALLYCONNELL, CO CAVAN",,Cavan,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2018,"34 ROS MOR VIEW, SCHOLARSTOWN RD, KNOCKLYON",Dublin 16,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2020,"44 CHURCH VIEW, CLERIHAN, CLONMEL",,Tipperary,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2019,"7 SAUNDERS COURT, MULLINGAR, WESTMEATH",,Westmeath,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2014,"2 COIS NA COILLE, CARRABANE, ATHENRY",,Galway,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2014,"4 ELDEN, MARYBOROUGH HILL",,Cork,"€392,070.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/12/2019,"33 WOODLANDS HALL, RATOATH, CO MEATH",,Meath,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2018,"KILLACULEEN, TEMPLEGLANTINE, LIMERICK",,Limerick,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2019,"11 RAILWAY WALK, WESTPORT, MAYO",,Mayo,"€206,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2012,"48 Newtown Court, Maynooth",,Kildare,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2017,"MEENAGOWAN, LETTERMACAWARD, DONEGAL",,Donegal,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2017,"CASTLELODGE, PORTLICK, GLASSON",,Westmeath,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2020,"30 FEARNOG, SHANNON, CLARE",,Clare,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2021,"9 Harbour View, Coulter Place, Dundalk",,Louth,"€290,000.00",No,Yes,New Dwelling house /Apartment,
10/11/2021,"1 THE MOORINGS, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,"€387,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2010,"23 Thornbrook, Naas",,Kildare,"€529,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2019,"10 CHESTNUT CLOSE, CLONBALT WOODS, LONGFORD",,Longford,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2010,"20 Barr na Claise, Innishannon",,Cork,"€205,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2015,"COOLBOY, TINAHELY, CO. WICKLOW",,Wicklow,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2019,"11 GREENHILLS DR, KNOCKCROGHERY, ROSCOMMON",,Roscommon,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"1 WADELAI RD, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"3 THE GLEBE, GORT ROAD, COROFIN",,Clare,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2011,"19 HERBERT PARK, BALLSBRIDGE, DUBLIN 4",,Dublin,"€2,425,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2020,"45 KILBREENA ESTATE, DUNBOYNE, CO. MEATH",,Meath,"€210,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"19 Westbrook Court, Midleton",,Cork,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"161 DOOEY NORTH, LETTERMACAWARD, COUNTY DONEGAL",,Donegal,"€74,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2016,"LISSYCREMIN, BUTLERSTOWN, BANDON",,Cork,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"15 Waters Gate, Bilberry, Waterford",,Waterford,"€211,453.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
11/07/2014,"STARRITSTOWN, CONVOY",,Donegal,"€90,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/06/2018,"SUMMERHILL HOUSE, LISNALURG, SLIGO",,Sligo,"€30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/06/2016,"APTS 1-6 LORETTO HOUSE, CARMODY STREET, ENNIS",,Clare,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Car park Space76, Longboat Quay, Grand Canal Dock",Dublin 2,Dublin,"€25,000.00",No,No,New Dwelling house /Apartment,less than 38 sq metres
22/06/2021,"18 THE COURT, HIGHLANDS, DROGHEDA",,Meath,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"91 St Mary's Lane, Ballsbridge",Dublin 4,Dublin,"€708,800.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2019,"143 THE RICHMOND, NORTH BRUNSWICK ST, DUBLIN 7",Dublin 7,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2020,"34 Derryounce, Edenderry Road, Portarlington",,Laois,"€191,520.70",Yes,Yes,New Dwelling house /Apartment,
16/10/2014,"CARRICKBRAHAN, FENOR, WATERFORD",,Waterford,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2010,"Cools, Ballinskelligs",,Kerry,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"6 MOYLE PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€452,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2021,"35 GORT NA COIRIBE, GALWAY, GALWAY",,Galway,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2014,"112 MEADOWLANDS EST, TRALEE, KERRY",,Kerry,"€67,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/08/2010,"8 Hope Avenue, East Wall",Dublin 3,Dublin,"€172,166.79",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"1 The Avenue, Royal Oaks, Enfield",,Meath,"€308,370.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
20/08/2021,"50 HAWTHORN DRIVE, CABRA ROAD, THURLES",,Tipperary,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2018,"MOORETOWN, RATOATH, COUNTY MEATH",,Meath,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2019,"29 Cois Na Criann, Ballymaloe Road, Cloyne",,Cork,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/07/2015,"15 DUBLIN RD, CASTLEPOLLARD, WESTMEATH",,Westmeath,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"20 ST JOHNS WOOD, CLONTARF, CASTLE AVE DUBLIN 3",Dublin 3,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"18 CLEARWATER COURT NORTH, ROYAL CANAL PARK, ASHTOWN DUBLIN 15",Dublin 15,Dublin,"€262,768.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2017,"2 NORWOOD COURT, ATHLONE, CO WESTMEATH",,Westmeath,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2018,"CARROWMUNNA, CRAUGHWELL, CO GALWAY",,Galway,"€50,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/01/2014,"172 LE FANU RD, DUBLIN 10, DUBLIN",,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2019,"35 MAIN ST, EMYVALE, MONAGHAN",,Monaghan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2019,"MONTFUNE, 2 UPR CARYSFORT AVE, BLACKROCK",,Dublin,"€820,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"12 cluain ard, monaghan",,Monaghan,"€159,030.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/06/2013,"15 O' Curry Place, Limerick",,Clare,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2016,"123 MEADOW VALE, CLONKEEN ROAD, BLACKROCK",,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2019,"LIVING ACCOMODATION, DALTONS PUBLIC HOUSE, FUERTY",,Roscommon,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2020,"7A THE DOCK ROAD, BELLMULIT, COUNTY MAYO",,Mayo,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2013,"21 Abbey Close, Tullow",,Carlow,"€83,700.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/05/2013,"28 Oak Wood Park, Glasnevin, Dublin 9",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"1 MONKSFIELD MEADOWS, DUBLIN 22, DUBLIN",,Dublin,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2017,"19 ALLOW HILL, FREEMOUNT, CHARLEVILLE",,Cork,"€67,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2019,"35 Churchfields Crescent, Ashbourne",,Meath,"€224,668.00",No,Yes,New Dwelling house /Apartment,
25/05/2015,"49 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,"€271,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2015,"2 The Old Stables, Seapoint Road  Bray",,Wicklow,"€431,718.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/02/2015,"16 & 17 MEADOW GROVE, SUMMERHILL, MALLOW",,Cork,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2019,"APT 27, ST LUKES GATE, THE COOMBE DUBLIN 8",Dublin 8,Dublin,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2016,"25 DALETREE AVE, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,"€348,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"180 Woodfield, Scholarstown Road, Rathfarnham",Dublin 16,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"8 ATLANTIC COVE, ARD NA MARA, LAHINCH",,Clare,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2019,"20 FRASCATI HALL, SWEETMANS AVE, BLACKROCK",,Dublin,"€356,250.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"TREANOUGHTRAGH, DOOKS, GLENBEIGH",,Kerry,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2016,"9 O GROWNEY TCE, KELLS, MEATH",,Meath,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"STONE COTTAGE, CLONEYLOGAN, KILDALKEY",,Meath,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2014,"1 ROCKVIEW, LEGAN, LONGFORD",,Longford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2019,"1 BARRACK LANE, RUSH, DUBLIN",,Dublin,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2018,"2 PEMBROKE COTTAGES, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,"€413,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2018,"GRAVESHILL, KILTORMER, BALLINASLOE",,Galway,"€58,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2019,"LISMUINGA WEST, RUAN, COUNTY  CLARE",,Clare,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"69 RIASC NA RI, BOTHAR AN STIOFAN, RAHOON",,Galway,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2014,"3 ST ANNE'S TERRACE, RATHNURE, ENNISCORTHY",,Wexford,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2011,"Property @ Banse Kilmanagh, Barony of Crannagh Co Kilkenny",,Kilkenny,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2012,"Apartment 23, 1821 Mount Street Lower, 18-21 Lower Mount Street",Dublin 2,Dublin,"€321,585.90",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/11/2014,"180 SPRINGDALE RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2014,"5 Radharc Na Sleibhte, Mountrath",,Laois,"€48,400.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
19/05/2010,"Meelmane, Courtmacsherry",,Cork,"€20,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/07/2020,"11 TEMPLEROAN DR, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,"€472,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2015,"94 CALLENDERS MILL, ARDCLOUGH RD, CELBRIDGE",,Kildare,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2017,"ERREAN, BAWNBOY, CO CAVAN",,Cavan,"€78,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2018,"14 CREEVAGHRUA, CREEVAGHBEG, BALLYMAHON",,Longford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2018,"14 BELLGREE LAWN, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2014,"105 BALLSGROVE, DROGHEDA, LOUTH",,Louth,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2013,"Apt 1 Block 2, Hampton Court, Cootehill Road",,Cavan,"€22,050.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"4 BENTLEY COURT, WEXFORD RD, ARKLOW",,Wicklow,"€55,625.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2016,"2 ANNSBORO VIEW, RATHANGAN, KILDARE",,Kildare,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2013,"73 KILBARRACK RD, DUBLIN 5, DUBLIN",,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2016,"86 Evanwood, Golf Links Road",,Limerick,"€198,238.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/09/2019,"15 BROOKFIELD, BALLYRAGGET, CO KILKENNY",,Kilkenny,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2017,"16 THE WALK, LIFFEY HALL, NEWBRIDGE",,Kildare,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2014,"20 Bridgefield Place, Curraheen",,Cork,"€149,779.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/08/2021,"APARTMENT 311, SWIFTWOOD DEVELOPMENT, SAGGART",Dublin 24,Dublin,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2018,"3 NEW STREET, SCOTCH HALL, DROGHEDA",,Louth,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2017,"KILMESSAN, NAVAN, MEATH",,Meath,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2015,"19 CRYSTAL FOUNTAIN HOLIDAY VILLAGE, BALLYSEEDY, TRALEE",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2015,"10 BRACKEN HILL, BLACKWATER, ENNISCORTHY",,Wexford,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"94 DUIRLING, ROSCAM, GALWAY",,Galway,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2010,"St. Anne's, Shannon Hill, Enniscorthy",,Wexford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2016,"APT 1, LEGION HALL, DUBLIN RD",,Kildare,"€56,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2017,"19 KEMPTON PARK, BALLYVOLANE, CORK",,Cork,"€267,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2019,"50 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,Dublin,"€356,828.19",No,Yes,New Dwelling house /Apartment,
20/12/2012,"59 Caislean Oir, Athenry",,Galway,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2014,"8 FERNCOURT VIEW, TALLAGHT, DUBLIN 24",,Dublin,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2019,"46 GLENCOVE MANOR, MONAGHAN",,Monaghan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2021,"8 BRANDON PLACE, BASIN RD, TRALEE",,Kerry,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2020,"CLIFF WALK, CREGGANE, ROSSCARBERY",,Cork,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"15 IVERAGH RD, GAELTACHT PARK, DUBLIN 9",Dublin 9,Dublin,"€536,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2010,"10, Ashford Place, Stoneybatter",,Dublin,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2017,"11 St. Edmund's Square, St. Loman's Road, Palmerstown",Dublin 20,Dublin,"€385,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
22/12/2014,"10 ARAS NA CLUAINE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"46 BEECH GROVE, MULLINGAR, CO WESTMEATH",,Westmeath,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2020,"5 THE RACE COURSE, MORRISCASTLE, KILLMUCKRIDGE",,Wexford,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"45 GARRYDUFF DR, CASTLEBAR, MAYO",,Mayo,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2019,"74 Milford Park, Ballinabrannagh",,Carlow,"€242,291.00",No,Yes,New Dwelling house /Apartment,
10/09/2019,"8 CARYSFORD AVENUE, COLLEGE COURT, CASTLETROY",,Limerick,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2016,"8 PEMBROKE COTTAGES, DUNDRUM, DUBLIN 16",Dublin 14,Dublin,"€272,543.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2015,"74 NEWCASTLE MANOR SQUARE, NEWCASTLE, DUBLIN",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2014,"MIDDLE ROAD, CROSSHAVEN, CO CORK",,Cork,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2014,"21 BARNA VILLAGE CENTRE, BARNA, GALWAY",,Galway,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2019,"12 SHELDUCK ST, ASTON VILLAGE, DROGHEDA",,Louth,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2017,"42 Powerstown Way, Clonmel",,Tipperary,"€291,630.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
15/07/2019,"22 MOUNT VERNON TERRACE, ST LUKE'S, CO CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2017,"COOLALUG, TINAHELY, WICKLOW",,Wicklow,"€110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/09/2016,"1 BLACK STARIS VIEW, KNOCKMULLGURY, BALLYMURPHY",,Carlow,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2017,"ARDAGH, LANDSCAPE PARK, POULADUFF RD",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"6 Frederick Manor, Killegland, Ashbourne",,Meath,"€380,000.00",No,Yes,New Dwelling house /Apartment,
20/07/2015,"APT 5 TEACH, AN TSRUTHAIN, KILROE WEST INVERIN",,Galway,"€26,666.66",No,No,Second-Hand Dwelling house /Apartment,
10/12/2015,"5 THE BEECH, GRATTAN WOOD, THE HOLE IN THE WALL RD DUBLIN 13",Dublin 13,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2020,"6 BRIGHTON LODGE, FOXROCK, DUBLIN 18",Dublin 18,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2015,"38 APPLEWOOD AVE WEST, APPLEWOOD, SWORDS",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2012,"Stonebridge Apartments, Finglas, Dublin 11",,Dublin,"€705,832.59",No,No,Second-Hand Dwelling house /Apartment,
07/11/2019,"MONGLASS, CAIM, ENNISCORTHY",,Wexford,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2015,"6 BROMLEY CLOSE, ARDKEEN VILLAGE, WATERFORD",,Waterford,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2021,"22 beresford Avenue, Donabate",,Dublin,"€337,350.00",No,Yes,New Dwelling house /Apartment,
12/06/2014,"BARLEYMOUNT EAST, KILLARNEY, KERRY",,Kerry,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2021,"BALLINASKEA, BACONSTOWN, ENFIELD",,Meath,"€386,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2013,"4 Colthurst Park, Huntington Glen, Lucan",,Dublin,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/09/2019,"CORNASLIEVE, VIRGINIA, COUNTY CAVAN",,Cavan,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2010,"Ballygar, Ballygar",,Galway,"€110,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
27/10/2016,"9 MOUNT SYMON AVE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"4 MONAGHAN STREET, CARRICKMACROSS, MONAGHAN",,Monaghan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2012,"111  Pine Valley Avenue, Rathfarnham, Dubkin 16",,Dublin,"€542,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2013,"7 Richmond Park, Richmond, Wexford",,Wexford,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2020,"ABBINGTON, MURROE, LIMERICK",,Limerick,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"35 OBRIEN ST, TIPPERARY, TIPPERARY",,Tipperary,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2020,"22 FOREST HILLS, RATHCOOLE, DUBLIN",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2018,"3-4 ROSLEA VILLAS, KILLEENFARNAGH, CLAREMORRIS",,Mayo,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2014,"20 York Road, Rathmines",Dublin 6,Dublin,"€935,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2015,"80 Church Hill, Hophill Road, Tullamore",,Offaly,"€61,359.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/06/2013,"11 Ros Airgid, Liscara, Carrick-on-Shannon",,Leitrim,"€28,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2018,"25 RIVERSIDE, CLONDALKIN, DUBLIN 22",,Dublin,"€266,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2016,"23 INGLEWOOD RD, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€54,672.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/07/2012,"52 Joe McDonnell Drive, Cranmore, Sligo",,Sligo,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2019,"BALLINRANNIG, BALLYFERRITER, TRALEE",,Kerry,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2016,"14 WOODVILLE RISE, ATHLONE, WESTMEATH",,Westmeath,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2017,"41 OFFINGTON MANOR, SUTTON, DUBLIN",Dublin 13,Dublin,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2015,"27 WELLMOUNT STUDENT VILLAGE, ATHLONE, WESTMEATH",,Westmeath,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2012,"NO. 9 GLEANN AILINNE, DRUMSHANBO",,Leitrim,"€127,753.30",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
21/03/2019,"3 ST ANTHONYS VILLAS, DOUGLAS WEST, CO CORK",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2019,"16 COURTHOUSE SQ, CLIFDEN, CO GALWAY",,Galway,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2021,"57 ROSEWOOD EST, BALLINCOLLIG, CORK",,Cork,"€422,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2010,"21 Seaview Drive, Cartron, Sligo",,Sligo,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"49 HEATHER HILL CLOSE GRAIGCULLEN, LAOIS",,Laois,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"7 archers wood drive, archers wood, delgany",,Wicklow,"€440,528.00",No,Yes,New Dwelling house /Apartment,
15/09/2021,"8 The Green, Bellingfield, Kilcullen",,Kildare,"€308,370.04",No,Yes,New Dwelling house /Apartment,
24/03/2021,"37 BEECHDALE PLACE, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2011,"174 Whitebeams Road, Wedgewood Estate, Sandyford",,Dublin,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"17 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/06/2019,"25 CLONDARRIG COURT, BELLINGHAM, PORTLAOISE",,Laois,"€162,995.00",No,Yes,New Dwelling house /Apartment,
27/09/2016,"30 ASHGROVE, THE PADDOCK, ENNISCORTHY",,Wexford,"€110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/11/2017,"KEENAGHAN, BALLYMOTE, SLIGO",,Sligo,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2020,"62 RISC NA RI, KNOCKNACARRA, GALWAY",,Galway,"€294,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2020,"ST ANTHONYS, DRUMHEEL, VIRGINIA",,Cavan,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2020,"48 GOREY HILL, GOREY, WEXFORD",,Wexford,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2019,"LISDUFF, CLONLARA, COUNTY CLARE",,Clare,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
